날짜,교통량
2021.04.17,4413
2021.04.17,3731
2021.04.17,4121
2021.04.17,3796
2021.04.17,4782
2021.04.17,4657
2021.04.17,4061
2021.04.17,3835
2021.04.17,3221
2021.04.17,2990
2021.04.17,2843
2021.04.17,2668
2021.04.17,1719
2021.04.16,1136
2021.04.16,743
2021.04.16,572
2021.04.16,610
2021.04.16,1071
2021.04.16,2984
2021.04.16,5099
2021.04.16,5017
2021.04.16,4404
2021.04.16,4337
2021.04.16,4842
2021.04.16,4311
2021.04.16,3555
2021.04.16,3951
2021.04.16,4404
2021.04.16,3855
2021.04.16,4627
2021.04.16,4632
2021.04.16,5086
2021.04.16,3769
2021.04.16,3035
2021.04.16,3321
2021.04.16,3061
2021.04.16,2139
2021.04.15,1062
2021.04.15,689
2021.04.15,502
2021.04.15,556
2021.04.15,1019
2021.04.15,3315
2021.04.15,5236
2021.04.15,5163
2021.04.15,4510
2021.04.15,4045
2021.04.15,4823
2021.04.15,4850
2021.04.15,4234
2021.04.15,4485
2021.04.15,4424
2021.04.15,4143
2021.04.15,4052
2021.04.15,4629
2021.04.15,4726
2021.04.15,3630
2021.04.15,3084
2021.04.15,2892
2021.04.15,2600
2021.04.15,1756
2021.04.14,1044
2021.04.14,732
2021.04.14,551
2021.04.14,609
2021.04.14,1141
2021.04.14,3314
2021.04.14,5235
2021.04.14,5327
2021.04.14,5236
2021.04.14,4588
2021.04.14,4494
2021.04.14,4195
2021.04.14,4390
2021.04.14,4447
2021.04.14,4141
2021.04.14,3831
2021.04.14,4221
2021.04.14,4462
2021.04.14,4556
2021.04.14,3990
2021.04.14,3036
2021.04.14,2739
2021.04.14,2501
2021.04.14,1648
2021.04.13,1164
2021.04.13,800
2021.04.13,681
2021.04.13,718
2021.04.13,1055
2021.04.13,2841
2021.04.13,4322
2021.04.13,3579
2021.04.13,4645
2021.04.13,4261
2021.04.13,4719
2021.04.13,4055
2021.04.13,4191
2021.04.13,4379
2021.04.13,3783
2021.04.13,4169
2021.04.13,4094
2021.04.13,4847
2021.04.13,4528
2021.04.13,3285
2021.04.13,3082
2021.04.13,2738
2021.04.13,2440
2021.04.13,1568
2021.04.12,1226
2021.04.12,813
2021.04.12,572
2021.04.12,648
2021.04.12,1494
2021.04.12,4236
2021.04.12,5495
2021.04.12,4793
2021.04.12,4430
2021.04.12,4262
2021.04.12,4657
2021.04.12,4117
2021.04.12,4073
2021.04.12,3582
2021.04.12,3033
2021.04.12,2518
2021.04.12,3129
2021.04.12,3647
2021.04.12,3464
2021.04.12,3272
2021.04.12,2755
2021.04.12,2548
2021.04.12,2442
2021.04.12,1688
2021.04.11,1143
2021.04.11,658
2021.04.11,495
2021.04.11,388
2021.04.11,688
2021.04.11,2324
2021.04.11,3698
2021.04.11,3521
2021.04.11,3671
2021.04.11,4379
2021.04.11,4888
2021.04.11,4665
2021.04.11,4098
2021.04.11,4487
2021.04.11,4661
2021.04.11,4135
2021.04.11,4413
2021.04.11,4045
2021.04.11,3943
2021.04.11,3602
2021.04.11,3509
2021.04.11,3677
2021.04.11,3200
2021.04.11,2297
2021.04.10,1489
2021.04.10,968
2021.04.10,698
