날짜,교통량
2021.01.25,5986
2021.01.25,5754
2021.01.25,5540
2021.01.25,5765
2021.01.25,6001
2021.01.25,7137
2021.01.25,7260
2021.01.25,6890
2021.01.25,6848
2021.01.25,6539
2021.01.25,5601
2021.01.25,4669
2021.01.25,4477
2021.01.25,3858
2021.01.25,2943
2021.01.25,1782
2021.01.24,1082
2021.01.24,674
2021.01.24,502
2021.01.24,411
2021.01.24,522
2021.01.24,1094
2021.01.24,2094
2021.01.24,2927
2021.01.24,3550
2021.01.24,4724
2021.01.24,5294
2021.01.24,5328
2021.01.24,5075
2021.01.24,5579
2021.01.24,5316
2021.01.24,5408
2021.01.24,5427
2021.01.24,5095
2021.01.24,4707
2021.01.24,4708
2021.01.24,4629
2021.01.24,5393
2021.01.24,4477
2021.01.24,2491
2021.01.23,1525
2021.01.23,1078
2021.01.23,811
2021.01.23,775
2021.01.23,1002
2021.01.23,2114
2021.01.23,3962
2021.01.23,5057
2021.01.23,5593
2021.01.23,5843
2021.01.23,5863
2021.01.23,5940
2021.01.23,5613
2021.01.23,5792
2021.01.23,5600
2021.01.23,5334
2021.01.23,5613
2021.01.23,5138
2021.01.23,4481
2021.01.23,4081
2021.01.23,3441
2021.01.23,3473
2021.01.23,2811
2021.01.23,1708
2021.01.22,1181
2021.01.22,865
2021.01.22,678
2021.01.22,677
2021.01.22,1016
2021.01.22,2329
2021.01.22,4881
2021.01.22,5813
2021.01.22,5539
2021.01.22,5066
2021.01.22,5411
2021.01.22,5890
2021.01.22,5521
2021.01.22,5358
2021.01.22,5731
2021.01.22,5659
2021.01.22,5809
2021.01.22,5801
2021.01.22,5133
2021.01.22,4404
2021.01.22,4339
2021.01.22,4384
2021.01.22,3513
2021.01.22,2132
2021.01.21,1158
2021.01.21,856
2021.01.21,634
2021.01.21,666
2021.01.21,1013
2021.01.21,2482
2021.01.21,5661
2021.01.21,6352
2021.01.21,5831
2021.01.21,5671
2021.01.21,5326
2021.01.21,5689
2021.01.21,5498
2021.01.21,5205
2021.01.21,4933
2021.01.21,5078
2021.01.21,4768
2021.01.21,4544
2021.01.21,3840
2021.01.21,3164
2021.01.21,3289
2021.01.21,3151
2021.01.21,2561
2021.01.21,1552
2021.01.20,142
2021.01.20,-1
2021.01.20,-1
2021.01.20,-1
2021.01.20,-1
2021.01.20,-1
2021.01.20,-1
2021.01.20,99
2021.01.20,-2
2021.01.20,-2
2021.01.20,-2
2021.01.20,-2
2021.01.20,-2
2021.01.20,2799
2021.01.20,1168
2021.01.20,-2
2021.01.20,-2
2021.01.20,-2
2021.01.20,-2
2021.01.20,-2
2021.01.20,-2
2021.01.20,-1
2021.01.20,381
2021.01.20,-1
2021.01.19,971
2021.01.19,781
2021.01.19,648
2021.01.19,650
2021.01.19,958
2021.01.19,2459
2021.01.19,5234
2021.01.19,5995
2021.01.19,5530
2021.01.19,5878
2021.01.19,5733
2021.01.19,5074
2021.01.19,5499
2021.01.19,5245
2021.01.19,5359
2021.01.19,5310
2021.01.19,5274
2021.01.19,5040
2021.01.19,3949
2021.01.19,3470
2021.01.19,3028
2021.01.19,2962
2021.01.19,2511
2021.01.19,1863
2021.01.18,1206
2021.01.18,842
2021.01.18,704
2021.01.18,739
2021.01.18,1402
2021.01.18,3432
2021.01.18,5850
2021.01.18,5168
2021.01.18,4106
2021.01.18,4273
2021.01.18,4556
2021.01.18,4172
2021.01.18,3729
2021.01.18,3624
2021.01.18,3819
2021.01.18,4325
2021.01.18,3997
2021.01.18,3864
2021.01.18,3567
2021.01.18,2829
2021.01.18,2576
2021.01.18,2485
2021.01.18,1818
2021.01.18,1252
2021.01.17,1001
2021.01.17,710
2021.01.17,492
2021.01.17,427
2021.01.17,457
2021.01.17,943
2021.01.17,1689
2021.01.17,2464
2021.01.17,3292
2021.01.17,4602
2021.01.17,4931
2021.01.17,5009
2021.01.17,5074
2021.01.17,5208
2021.01.17,5659
2021.01.17,5782
2021.01.17,5777
2021.01.17,5294
2021.01.17,4735
2021.01.17,4856
2021.01.17,4660
2021.01.17,5444
2021.01.17,3743
2021.01.17,1527
2021.01.16,1524
2021.01.16,1120
2021.01.16,845
2021.01.16,741
2021.01.16,1032
2021.01.16,2079
2021.01.16,3978
2021.01.16,4974
2021.01.16,5240
2021.01.16,5888
2021.01.16,5902
2021.01.16,5735
2021.01.16,5593
2021.01.16,5411
2021.01.16,5187
2021.01.16,5458
2021.01.16,5224
2021.01.16,5161
2021.01.16,4469
2021.01.16,3869
2021.01.16,3555
2021.01.16,3321
2021.01.16,2646
2021.01.16,1612
2021.01.15,1196
2021.01.15,909
2021.01.15,706
2021.01.15,684
2021.01.15,1081
2021.01.15,2522
2021.01.15,5309
2021.01.15,5972
2021.01.15,5708
2021.01.15,5161
2021.01.15,5665
2021.01.15,5784
2021.01.15,5760
2021.01.15,5743
2021.01.15,5736
2021.01.15,5758
2021.01.15,5718
2021.01.15,5763
2021.01.15,5123
2021.01.15,4113
2021.01.15,3932
2021.01.15,5361
2021.01.15,3526
2021.01.15,2111
2021.01.14,1127
2021.01.14,842
2021.01.14,773
2021.01.14,677
2021.01.14,1038
2021.01.14,2651
2021.01.14,5360
2021.01.14,6054
2021.01.14,5764
2021.01.14,5860
2021.01.14,6010
2021.01.14,5944
2021.01.14,5911
2021.01.14,5598
2021.01.14,5342
2021.01.14,5075
2021.01.14,5103
2021.01.14,5043
2021.01.14,3728
2021.01.14,3504
2021.01.14,3455
2021.01.14,3138
2021.01.14,2487
2021.01.14,1593
2021.01.13,1006
2021.01.13,824
2021.01.13,748
2021.01.13,682
2021.01.13,970
2021.01.13,2509
2021.01.13,5487
2021.01.13,5500
2021.01.13,5321
2021.01.13,5462
2021.01.13,5435
2021.01.13,5477
2021.01.13,5172
2021.01.13,5274
2021.01.13,5048
2021.01.13,5019
2021.01.13,5121
2021.01.13,4408
2021.01.13,3937
2021.01.13,3339
2021.01.13,2942
2021.01.13,2863
2021.01.13,2297
2021.01.13,1551
2021.01.12,1114
2021.01.12,1006
2021.01.12,806
2021.01.12,807
2021.01.12,1227
2021.01.12,3161
2021.01.12,6714
2021.01.12,6866
2021.01.12,6346
2021.01.12,6401
2021.01.12,6284
2021.01.12,6041
2021.01.12,5623
2021.01.12,5647
2021.01.12,5747
2021.01.12,5582
2021.01.12,4856
2021.01.12,4580
2021.01.12,3876
2021.01.12,3408
2021.01.12,3569
2021.01.12,2637
2021.01.12,1857
2021.01.12,1281
2021.01.11,1680
2021.01.11,1045
2021.01.11,772
2021.01.11,932
2021.01.11,2103
2021.01.11,6045
2021.01.11,9086
2021.01.11,6709
2021.01.11,5997
2021.01.11,6097
2021.01.11,6387
2021.01.11,6386
2021.01.11,6121
2021.01.11,5795
2021.01.11,6062
2021.01.11,6190
2021.01.11,6014
2021.01.11,5525
2021.01.11,4626
2021.01.11,3756
2021.01.11,3641
2021.01.11,3524
2021.01.11,2550
2021.01.11,1774
2021.01.10,881
2021.01.10,589
2021.01.10,395
2021.01.10,344
2021.01.10,401
2021.01.10,728
2021.01.10,1446
2021.01.10,2140
2021.01.10,2454
2021.01.10,3500
2021.01.10,4361
2021.01.10,4702
2021.01.10,4682
2021.01.10,4978
2021.01.10,5181
2021.01.10,5555
2021.01.10,5176
2021.01.10,4846
2021.01.10,4247
2021.01.10,4031
2021.01.10,4326
2021.01.10,4612
2021.01.10,3478
2021.01.10,2308
2021.01.09,1168
2021.01.09,907
2021.01.09,704
2021.01.09,666
2021.01.09,772
2021.01.09,1599
2021.01.09,2802
2021.01.09,3766
2021.01.09,4236
2021.01.09,4875
2021.01.09,5085
2021.01.09,4984
2021.01.09,5168
2021.01.09,5107
2021.01.09,5354
2021.01.09,4972
2021.01.09,4976
2021.01.09,4587
2021.01.09,3891
2021.01.09,3200
2021.01.09,2765
2021.01.09,2671
2021.01.09,1932
2021.01.09,1282
2021.01.08,904
2021.01.08,804
2021.01.08,717
2021.01.08,636
2021.01.08,867
2021.01.08,1958
2021.01.08,5086
2021.01.08,5918
2021.01.08,5135
2021.01.08,5132
2021.01.08,5763
2021.01.08,5261
2021.01.08,5312
2021.01.08,5434
2021.01.08,5192
2021.01.08,5251
2021.01.08,5068
2021.01.08,4279
2021.01.08,4020
2021.01.08,4134
2021.01.08,3536
2021.01.08,3243
2021.01.08,2372
2021.01.08,1603
2021.01.07,1765
2021.01.07,1624
2021.01.07,1018
2021.01.07,1005
2021.01.07,1215
2021.01.07,1789
2021.01.07,3964
2021.01.07,4745
2021.01.07,4770
2021.01.07,4717
2021.01.07,5222
2021.01.07,5445
2021.01.07,5094
2021.01.07,4955
2021.01.07,4882
2021.01.07,4982
2021.01.07,4718
2021.01.07,4566
2021.01.07,4014
2021.01.07,3271
2021.01.07,2478
2021.01.07,2364
2021.01.07,1593
2021.01.07,1230
2021.01.06,1263
2021.01.06,942
2021.01.06,776
2021.01.06,741
2021.01.06,1014
2021.01.06,2753
2021.01.06,6159
2021.01.06,6625
2021.01.06,6039
2021.01.06,6166
2021.01.06,6495
2021.01.06,3065
2021.01.06,6041
2021.01.06,4803
2021.01.06,5543
2021.01.06,5940
2021.01.06,5878
2021.01.06,3741
2021.01.06,4496
2021.01.06,3422
2021.01.06,1414
2021.01.06,1557
2021.01.06,1766
2021.01.06,1490
2021.01.05,1166
2021.01.05,877
2021.01.05,627
2021.01.05,760
2021.01.05,1109
2021.01.05,2507
2021.01.05,5260
2021.01.05,5799
2021.01.05,5447
2021.01.05,4963
2021.01.05,4200
2021.01.05,3765
2021.01.05,4789
2021.01.05,5433
2021.01.05,5395
2021.01.05,5317
2021.01.05,5189
2021.01.05,4943
2021.01.05,4179
2021.01.05,3719
2021.01.05,3533
2021.01.05,3399
2021.01.05,2401
2021.01.05,1590
2021.01.04,1836
2021.01.04,1120
2021.01.04,807
2021.01.04,920
2021.01.04,2416
2021.01.04,6650
2021.01.04,7336
2021.01.04,6553
2021.01.04,5147
2021.01.04,5403
2021.01.04,6478
2021.01.04,5883
2021.01.04,6032
2021.01.04,5959
2021.01.04,6031
2021.01.04,6010
2021.01.04,5287
2021.01.04,4909
2021.01.04,4128
2021.01.04,3250
2021.01.04,2819
2021.01.04,2772
2021.01.04,2099
2021.01.04,1505
2021.01.03,1131
2021.01.03,674
2021.01.03,517
2021.01.03,422
2021.01.03,527
2021.01.03,1044
2021.01.03,1925
2021.01.03,2630
2021.01.03,3380
2021.01.03,4451
2021.01.03,5596
2021.01.03,6256
2021.01.03,5562
2021.01.03,6047
2021.01.03,6433
2021.01.03,6498
2021.01.03,6048
2021.01.03,5553
2021.01.03,5418
2021.01.03,5679
2021.01.03,5421
2021.01.03,6191
2021.01.03,4853
2021.01.03,2883
2021.01.02,918
2021.01.02,706
2021.01.02,580
2021.01.02,482
2021.01.02,690
2021.01.02,1458
2021.01.02,2408
2021.01.02,3156
2021.01.02,3795
2021.01.02,5569
2021.01.02,6111
2021.01.02,6142
2021.01.02,5569
2021.01.02,6210
2021.01.02,6072
2021.01.02,5722
2021.01.02,5728
2021.01.02,4903
2021.01.02,4601
2021.01.02,3823
2021.01.02,3697
2021.01.02,3752
2021.01.02,2674
2021.01.02,1781
2021.01.01,1330
2021.01.01,1236
2021.01.01,920
2021.01.01,694
2021.01.01,838
2021.01.01,1363
2021.01.01,2484
2021.01.01,3340
2021.01.01,4010
2021.01.01,4931
2021.01.01,5683
2021.01.01,5798
2021.01.01,5400
2021.01.01,5749
2021.01.01,5294
2021.01.01,5276
2021.01.01,4776
2021.01.01,4059
2021.01.01,3138
2021.01.01,2802
2021.01.01,2558
2021.01.01,2551
2021.01.01,2024
2021.01.01,1291
