날짜,교통량
2021.01.31,870
2021.01.31,634
2021.01.31,411
2021.01.31,400
2021.01.31,478
2021.01.31,919
2021.01.31,1741
2021.01.31,2605
2021.01.31,3005
2021.01.31,3782
2021.01.31,4152
2021.01.31,4798
2021.01.31,4470
2021.01.31,4986
2021.01.31,5060
2021.01.31,5338
2021.01.31,4918
2021.01.31,4801
2021.01.31,4472
2021.01.31,4480
2021.01.31,4662
2021.01.31,4703
2021.01.31,3675
2021.01.31,2128
2021.01.30,1241
2021.01.30,829
2021.01.30,634
2021.01.30,640
2021.01.30,814
2021.01.30,1812
2021.01.30,3343
2021.01.30,4337
2021.01.30,4673
2021.01.30,4669
2021.01.30,5012
2021.01.30,4668
2021.01.30,4699
2021.01.30,4973
2021.01.30,4680
2021.01.30,4985
2021.01.30,5311
2021.01.30,5175
2021.01.30,4725
2021.01.30,3840
2021.01.30,3149
2021.01.30,3213
2021.01.30,2426
2021.01.30,1443
2021.01.29,927
2021.01.29,624
2021.01.29,528
2021.01.29,512
2021.01.29,745
2021.01.29,1944
2021.01.29,4316
2021.01.29,5288
2021.01.29,4871
2021.01.29,4626
2021.01.29,4761
2021.01.29,5009
2021.01.29,4921
2021.01.29,4899
2021.01.29,4828
2021.01.29,5162
2021.01.29,5078
2021.01.29,5138
2021.01.29,4770
2021.01.29,4446
2021.01.29,4292
2021.01.29,3793
2021.01.29,2928
2021.01.29,1858
2021.01.28,792
2021.01.28,463
2021.01.28,459
2021.01.28,338
2021.01.28,674
2021.01.28,1674
2021.01.28,4054
2021.01.28,5480
2021.01.28,5469
2021.01.28,5197
2021.01.28,4094
2021.01.28,4395
2021.01.28,4541
2021.01.28,4285
2021.01.28,4365
2021.01.28,4469
2021.01.28,4211
2021.01.28,4150
2021.01.28,4262
2021.01.28,3001
2021.01.28,2537
2021.01.28,2532
2021.01.28,1752
2021.01.28,1110
2021.01.27,685
2021.01.27,412
2021.01.27,440
2021.01.27,559
2021.01.27,672
2021.01.27,1487
2021.01.27,4659
2021.01.27,4135
2021.01.27,4005
2021.01.27,3569
2021.01.27,4414
2021.01.27,4848
2021.01.27,4772
2021.01.27,4676
2021.01.27,4877
2021.01.27,4774
2021.01.27,4719
2021.01.27,4509
2021.01.27,4218
2021.01.27,3935
2021.01.27,3462
2021.01.27,3090
2021.01.27,2393
2021.01.27,1593
2021.01.26,1047
2021.01.26,740
2021.01.26,661
2021.01.26,758
2021.01.26,1329
2021.01.26,3137
2021.01.26,4989
2021.01.26,5636
2021.01.26,5524
2021.01.26,4609
2021.01.26,5014
2021.01.26,5675
2021.01.26,4513
2021.01.26,4705
2021.01.26,4735
2021.01.26,4681
2021.01.26,4476
2021.01.26,4219
2021.01.26,3404
2021.01.26,3727
2021.01.26,3572
2021.01.26,2972
2021.01.26,1370
2021.01.26,1144
2021.01.25,1294
2021.01.25,809
2021.01.25,590
2021.01.25,745
2021.01.25,1578
2021.01.25,4330
2021.01.25,6127
2021.01.25,5663
2021.01.25,5401
2021.01.25,4947
2021.01.25,4606
2021.01.25,4856
2021.01.25,5098
2021.01.25,4846
2021.01.25,4926
2021.01.25,4825
2021.01.25,5026
2021.01.25,4861
2021.01.25,4723
2021.01.25,4177
2021.01.25,4065
2021.01.25,3097
2021.01.25,2230
2021.01.25,1433
2021.01.24,936
2021.01.24,558
2021.01.24,437
2021.01.24,317
2021.01.24,419
2021.01.24,888
2021.01.24,1674
2021.01.24,2324
2021.01.24,2772
2021.01.24,3607
2021.01.24,4131
2021.01.24,4555
2021.01.24,4438
2021.01.24,5140
2021.01.24,5086
2021.01.24,5217
2021.01.24,5159
2021.01.24,4793
2021.01.24,4481
2021.01.24,4429
2021.01.24,4448
2021.01.24,4969
2021.01.24,3797
2021.01.24,2018
2021.01.23,1293
2021.01.23,878
2021.01.23,663
2021.01.23,630
2021.01.23,766
2021.01.23,1728
2021.01.23,3175
2021.01.23,4236
2021.01.23,4782
2021.01.23,5064
2021.01.23,5077
2021.01.23,5109
2021.01.23,4981
2021.01.23,5284
2021.01.23,5082
2021.01.23,4920
2021.01.23,5238
2021.01.23,4892
2021.01.23,4588
2021.01.23,3956
2021.01.23,3148
2021.01.23,3129
2021.01.23,2434
2021.01.23,1433
2021.01.22,1000
2021.01.22,713
2021.01.22,559
2021.01.22,563
2021.01.22,846
2021.01.22,2056
2021.01.22,4375
2021.01.22,5250
2021.01.22,5083
2021.01.22,4185
2021.01.22,4512
2021.01.22,5070
2021.01.22,4717
2021.01.22,4576
2021.01.22,4859
2021.01.22,4918
2021.01.22,5115
2021.01.22,5051
2021.01.22,4984
2021.01.22,4508
2021.01.22,4358
2021.01.22,4029
2021.01.22,3041
2021.01.22,1787
2021.01.21,1140
2021.01.21,726
2021.01.21,706
2021.01.21,715
2021.01.21,825
2021.01.21,2134
2021.01.21,4945
2021.01.21,5628
2021.01.21,5318
2021.01.21,4984
2021.01.21,5071
2021.01.21,5000
2021.01.21,4930
2021.01.21,4671
2021.01.21,4312
2021.01.21,4443
2021.01.21,4261
2021.01.21,4253
2021.01.21,4087
2021.01.21,3762
2021.01.21,3520
2021.01.21,3020
