날짜,교통량
2021.01.19,42
2021.01.19,49
2021.01.19,43
2021.01.19,81
2021.01.19,99
2021.01.19,143
2021.01.19,223
2021.01.19,296
2021.01.19,394
2021.01.19,554
2021.01.19,451
2021.01.19,400
2021.01.19,414
2021.01.19,483
2021.01.19,487
2021.01.19,421
2021.01.19,403
2021.01.19,327
2021.01.19,210
2021.01.19,165
2021.01.19,134
2021.01.19,100
2021.01.19,83
2021.01.18,63
2021.01.18,50
2021.01.18,51
2021.01.18,41
2021.01.18,71
2021.01.18,118
2021.01.18,161
2021.01.18,272
2021.01.18,287
2021.01.18,304
2021.01.18,289
2021.01.18,392
2021.01.18,339
2021.01.18,352
2021.01.18,315
2021.01.18,366
2021.01.18,371
2021.01.18,289
2021.01.18,208
2021.01.18,159
2021.01.18,147
2021.01.18,112
2021.01.18,93
2021.01.18,72
2021.01.17,48
2021.01.17,33
2021.01.17,37
2021.01.17,33
2021.01.17,42
2021.01.17,52
2021.01.17,92
2021.01.17,126
2021.01.17,167
2021.01.17,235
2021.01.17,374
2021.01.17,463
2021.01.17,456
2021.01.17,497
2021.01.17,648
2021.01.17,656
2021.01.17,627
2021.01.17,529
2021.01.17,431
2021.01.17,331
2021.01.17,311
2021.01.17,208
2021.01.17,136
2021.01.17,96
2021.01.16,62
2021.01.16,60
2021.01.16,38
2021.01.16,48
2021.01.16,68
2021.01.16,80
2021.01.16,138
2021.01.16,238
2021.01.16,350
2021.01.16,440
2021.01.16,570
2021.01.16,579
2021.01.16,529
2021.01.16,547
2021.01.16,645
2021.01.16,611
2021.01.16,578
2021.01.16,548
2021.01.16,383
2021.01.16,252
2021.01.16,203
2021.01.16,127
2021.01.16,97
2021.01.16,74
2021.01.15,52
2021.01.15,55
2021.01.15,45
2021.01.15,57
2021.01.15,87
2021.01.15,119
2021.01.15,151
2021.01.15,256
2021.01.15,383
2021.01.15,466
2021.01.15,512
2021.01.15,514
2021.01.15,479
2021.01.15,453
2021.01.15,567
2021.01.15,611
2021.01.15,569
2021.01.15,570
2021.01.15,493
2021.01.15,414
2021.01.15,323
2021.01.15,205
2021.01.15,141
2021.01.15,91
2021.01.14,63
2021.01.14,52
2021.01.14,49
2021.01.14,52
2021.01.14,84
2021.01.14,103
2021.01.14,169
2021.01.14,255
2021.01.14,337
2021.01.14,442
2021.01.14,532
2021.01.14,564
2021.01.14,414
2021.01.14,465
2021.01.14,428
2021.01.14,501
2021.01.14,460
2021.01.14,511
2021.01.14,321
2021.01.14,273
2021.01.14,184
2021.01.14,134
2021.01.14,127
2021.01.14,95
2021.01.13,63
2021.01.13,47
2021.01.13,46
2021.01.13,44
2021.01.13,88
2021.01.13,103
2021.01.13,154
2021.01.13,247
2021.01.13,339
2021.01.13,445
2021.01.13,460
2021.01.13,499
2021.01.13,409
2021.01.13,418
2021.01.13,477
2021.01.13,490
2021.01.13,467
2021.01.13,416
2021.01.13,322
2021.01.13,201
2021.01.13,171
2021.01.13,133
2021.01.13,114
2021.01.13,88
2021.01.12,63
2021.01.12,45
2021.01.12,45
2021.01.12,52
2021.01.12,83
2021.01.12,92
2021.01.12,153
2021.01.12,227
2021.01.12,313
2021.01.12,384
2021.01.12,512
2021.01.12,496
2021.01.12,410
2021.01.12,377
2021.01.12,477
2021.01.12,429
2021.01.12,450
2021.01.12,417
2021.01.12,288
2021.01.12,184
2021.01.12,165
2021.01.12,137
2021.01.12,104
2021.01.12,87
2021.01.11,44
2021.01.11,40
2021.01.11,33
2021.01.11,37
2021.01.11,79
2021.01.11,118
2021.01.11,205
2021.01.11,328
2021.01.11,395
2021.01.11,375
2021.01.11,473
2021.01.11,487
2021.01.11,384
2021.01.11,426
2021.01.11,442
2021.01.11,463
2021.01.11,408
2021.01.11,318
2021.01.11,281
2021.01.11,201
2021.01.11,162
2021.01.11,111
2021.01.11,100
2021.01.11,73
2021.01.10,33
2021.01.10,29
2021.01.10,30
2021.01.10,17
2021.01.10,28
2021.01.10,37
2021.01.10,64
2021.01.10,116
2021.01.10,164
2021.01.10,186
2021.01.10,267
2021.01.10,354
2021.01.10,370
2021.01.10,415
2021.01.10,481
2021.01.10,551
2021.01.10,554
2021.01.10,484
2021.01.10,338
2021.01.10,269
2021.01.10,225
2021.01.10,141
2021.01.10,116
2021.01.10,82
2021.01.09,57
2021.01.09,45
2021.01.09,41
2021.01.09,34
2021.01.09,46
2021.01.09,60
2021.01.09,110
2021.01.09,147
2021.01.09,177
2021.01.09,245
2021.01.09,379
2021.01.09,419
2021.01.09,439
2021.01.09,413
2021.01.09,467
2021.01.09,479
2021.01.09,471
2021.01.09,440
2021.01.09,362
2021.01.09,191
2021.01.09,141
2021.01.09,109
2021.01.09,76
2021.01.09,60
2021.01.08,39
2021.01.08,26
2021.01.08,36
2021.01.08,23
2021.01.08,39
2021.01.08,39
2021.01.08,58
2021.01.08,114
2021.01.08,179
2021.01.08,253
2021.01.08,300
2021.01.08,381
2021.01.08,377
2021.01.08,369
2021.01.08,424
2021.01.08,439
2021.01.08,427
2021.01.08,440
2021.01.08,347
2021.01.08,299
2021.01.08,208
2021.01.08,135
2021.01.08,106
2021.01.08,74
2021.01.07,62
2021.01.07,40
2021.01.07,27
2021.01.07,28
2021.01.07,42
2021.01.07,50
2021.01.07,68
2021.01.07,106
2021.01.07,185
2021.01.07,188
2021.01.07,436
2021.01.07,302
2021.01.07,333
2021.01.07,341
2021.01.07,287
2021.01.07,665
2021.01.07,473
2021.01.07,237
2021.01.07,161
2021.01.07,120
2021.01.07,65
2021.01.07,74
2021.01.07,58
2021.01.07,57
2021.01.06,45
2021.01.06,38
2021.01.06,24
2021.01.06,29
2021.01.06,60
2021.01.06,59
2021.01.06,131
2021.01.06,220
2021.01.06,302
2021.01.06,384
2021.01.06,412
2021.01.06,267
2021.01.06,402
2021.01.06,349
2021.01.06,495
2021.01.06,399
2021.01.06,346
2021.01.06,350
2021.01.06,229
2021.01.06,191
2021.01.06,147
2021.01.06,120
2021.01.06,66
2021.01.06,55
2021.01.05,42
2021.01.05,34
2021.01.05,40
2021.01.05,30
2021.01.05,59
2021.01.05,75
2021.01.05,155
2021.01.05,232
2021.01.05,331
2021.01.05,397
2021.01.05,432
2021.01.05,436
2021.01.05,374
2021.01.05,375
2021.01.05,426
2021.01.05,404
2021.01.05,388
2021.01.05,356
2021.01.05,236
2021.01.05,160
2021.01.05,135
2021.01.05,96
2021.01.05,89
2021.01.05,68
2021.01.04,42
2021.01.04,37
2021.01.04,25
2021.01.04,32
2021.01.04,89
2021.01.04,123
2021.01.04,178
2021.01.04,294
2021.01.04,363
2021.01.04,351
2021.01.04,389
2021.01.04,414
2021.01.04,358
2021.01.04,370
2021.01.04,375
2021.01.04,391
2021.01.04,367
2021.01.04,266
2021.01.04,249
2021.01.04,175
2021.01.04,152
2021.01.04,128
2021.01.04,115
2021.01.04,72
2021.01.03,46
2021.01.03,16
2021.01.03,19
2021.01.03,19
2021.01.03,22
2021.01.03,36
2021.01.03,49
2021.01.03,92
2021.01.03,126
2021.01.03,194
2021.01.03,330
2021.01.03,401
2021.01.03,448
2021.01.03,507
2021.01.03,597
2021.01.03,673
2021.01.03,596
2021.01.03,441
2021.01.03,330
2021.01.03,258
2021.01.03,211
2021.01.03,162
2021.01.03,99
2021.01.03,68
2021.01.02,36
2021.01.02,19
2021.01.02,21
2021.01.02,24
2021.01.02,30
2021.01.02,25
2021.01.02,57
2021.01.02,100
2021.01.02,176
2021.01.02,232
2021.01.02,360
2021.01.02,422
2021.01.02,456
2021.01.02,495
2021.01.02,536
2021.01.02,500
2021.01.02,560
2021.01.02,430
2021.01.02,344
2021.01.02,189
2021.01.02,154
2021.01.02,104
2021.01.02,51
2021.01.02,52
2021.01.01,50
2021.01.01,33
2021.01.01,29
2021.01.01,28
2021.01.01,31
2021.01.01,32
2021.01.01,33
2021.01.01,61
2021.01.01,131
2021.01.01,196
2021.01.01,301
2021.01.01,383
2021.01.01,446
2021.01.01,432
2021.01.01,514
2021.01.01,540
2021.01.01,477
2021.01.01,391
2021.01.01,268
2021.01.01,191
2021.01.01,116
2021.01.01,93
2021.01.01,58
2021.01.01,32
