날짜,교통량
2021.01.18,4556
2021.01.18,4438
2021.01.18,4481
2021.01.18,4891
2021.01.18,4336
2021.01.18,4285
2021.01.18,4538
2021.01.18,3445
2021.01.18,2942
2021.01.18,2881
2021.01.18,1896
2021.01.18,1323
2021.01.17,1003
2021.01.17,686
2021.01.17,456
2021.01.17,415
2021.01.17,447
2021.01.17,989
2021.01.17,1702
2021.01.17,2380
2021.01.17,2977
2021.01.17,4138
2021.01.17,4884
2021.01.17,5031
2021.01.17,5339
2021.01.17,5312
2021.01.17,5854
2021.01.17,5787
2021.01.17,5661
2021.01.17,5337
2021.01.17,5069
2021.01.17,5173
2021.01.17,4820
2021.01.17,5086
2021.01.17,3641
2021.01.17,1749
2021.01.16,1455
2021.01.16,1024
2021.01.16,744
2021.01.16,695
2021.01.16,889
2021.01.16,2053
2021.01.16,3817
2021.01.16,4723
2021.01.16,5133
2021.01.16,5678
2021.01.16,6006
2021.01.16,5620
2021.01.16,5699
2021.01.16,5724
2021.01.16,5288
2021.01.16,5340
2021.01.16,5253
2021.01.16,5038
2021.01.16,5257
2021.01.16,4333
2021.01.16,3655
2021.01.16,3555
2021.01.16,2551
2021.01.16,1574
2021.01.15,1257
2021.01.15,913
2021.01.15,677
2021.01.15,673
2021.01.15,1047
2021.01.15,2747
2021.01.15,5610
2021.01.15,6340
2021.01.15,6115
2021.01.15,4957
2021.01.15,5767
2021.01.15,5735
2021.01.15,5621
2021.01.15,5534
2021.01.15,5595
2021.01.15,5463
2021.01.15,5543
2021.01.15,5394
2021.01.15,5254
2021.01.15,4765
2021.01.15,4392
2021.01.15,5352
2021.01.15,3485
2021.01.15,2012
2021.01.14,1119
2021.01.14,830
2021.01.14,709
2021.01.14,646
2021.01.14,973
2021.01.14,2804
2021.01.14,5672
2021.01.14,6309
2021.01.14,6317
2021.01.14,5951
2021.01.14,5934
2021.01.14,5855
2021.01.14,5757
2021.01.14,5578
2021.01.14,5269
2021.01.14,5091
2021.01.14,5235
2021.01.14,5119
2021.01.14,3752
2021.01.14,4678
2021.01.14,4403
2021.01.14,3668
2021.01.14,2529
2021.01.14,1574
2021.01.13,931
2021.01.13,744
2021.01.13,675
2021.01.13,609
2021.01.13,862
2021.01.13,2352
2021.01.13,5052
2021.01.13,5942
2021.01.13,5857
2021.01.13,5593
2021.01.13,5499
2021.01.13,5665
2021.01.13,5186
2021.01.13,5358
2021.01.13,5114
2021.01.13,5224
2021.01.13,5164
2021.01.13,4366
2021.01.13,4720
2021.01.13,4350
2021.01.13,3690
2021.01.13,3300
2021.01.13,2362
2021.01.13,1608
2021.01.12,1011
2021.01.12,872
2021.01.12,722
2021.01.12,662
2021.01.12,1037
2021.01.12,2746
2021.01.12,5467
2021.01.12,6207
2021.01.12,6197
2021.01.12,5766
2021.01.12,5755
2021.01.12,5737
2021.01.12,5554
2021.01.12,5358
2021.01.12,5154
2021.01.12,4681
2021.01.12,4576
2021.01.12,4375
2021.01.12,4239
2021.01.12,4202
2021.01.12,3921
2021.01.12,2551
2021.01.12,1701
2021.01.12,1207
2021.01.11,1266
2021.01.11,787
2021.01.11,627
2021.01.11,720
2021.01.11,1564
2021.01.11,4520
2021.01.11,6703
2021.01.11,6147
2021.01.11,5842
2021.01.11,5465
2021.01.11,5798
2021.01.11,5586
2021.01.11,5398
2021.01.11,5340
2021.01.11,5362
2021.01.11,5313
2021.01.11,5265
2021.01.11,4903
2021.01.11,4817
2021.01.11,4265
2021.01.11,3851
2021.01.11,3287
2021.01.11,2166
2021.01.11,1473
2021.01.10,824
2021.01.10,548
2021.01.10,375
2021.01.10,331
2021.01.10,396
2021.01.10,755
2021.01.10,1434
2021.01.10,2003
2021.01.10,2221
2021.01.10,3178
2021.01.10,4397
2021.01.10,4625
2021.01.10,4634
2021.01.10,4945
2021.01.10,5101
2021.01.10,5427
2021.01.10,5077
2021.01.10,4625
2021.01.10,4292
2021.01.10,4141
2021.01.10,4182
2021.01.10,4197
2021.01.10,3105
2021.01.10,1920
2021.01.09,1109
2021.01.09,835
2021.01.09,698
2021.01.09,619
2021.01.09,726
2021.01.09,1649
2021.01.09,2814
2021.01.09,3528
2021.01.09,3851
2021.01.09,4531
2021.01.09,5214
2021.01.09,5125
2021.01.09,5358
2021.01.09,5357
2021.01.09,5504
2021.01.09,5337
2021.01.09,5220
2021.01.09,4790
2021.01.09,4195
2021.01.09,3334
2021.01.09,2775
2021.01.09,2781
2021.01.09,1924
2021.01.09,1260
2021.01.08,847
2021.01.08,663
2021.01.08,643
2021.01.08,550
2021.01.08,748
2021.01.08,1805
2021.01.08,4275
2021.01.08,5502
2021.01.08,4854
2021.01.08,4810
2021.01.08,5444
2021.01.08,5225
2021.01.08,4909
2021.01.08,5057
2021.01.08,4921
2021.01.08,5034
2021.01.08,4953
2021.01.08,4233
2021.01.08,3995
2021.01.08,4492
2021.01.08,3820
2021.01.08,3354
2021.01.08,2307
2021.01.08,1475
2021.01.07,1778
2021.01.07,1579
2021.01.07,784
2021.01.07,886
2021.01.07,907
2021.01.07,1561
2021.01.07,3607
2021.01.07,4216
2021.01.07,3966
2021.01.07,3749
2021.01.07,4253
2021.01.07,4343
2021.01.07,4385
2021.01.07,4404
2021.01.07,4145
2021.01.07,4544
2021.01.07,4174
2021.01.07,4299
2021.01.07,4147
2021.01.07,3290
2021.01.07,2398
2021.01.07,2200
2021.01.07,1465
2021.01.07,1039
2021.01.06,1133
2021.01.06,829
2021.01.06,703
2021.01.06,625
2021.01.06,915
2021.01.06,2492
2021.01.06,5202
2021.01.06,6424
2021.01.06,6038
2021.01.06,5712
2021.01.06,6011
2021.01.06,5768
2021.01.06,5553
2021.01.06,5289
2021.01.06,5295
2021.01.06,5420
2021.01.06,5311
2021.01.06,5143
2021.01.06,4721
2021.01.06,3638
2021.01.06,1841
2021.01.06,1708
2021.01.06,1823
2021.01.06,1517
2021.01.05,1086
2021.01.05,786
2021.01.05,632
2021.01.05,691
2021.01.05,1055
2021.01.05,2657
2021.01.05,5379
2021.01.05,6323
2021.01.05,6040
2021.01.05,5222
2021.01.05,4928
2021.01.05,4442
2021.01.05,5146
2021.01.05,5441
2021.01.05,5303
2021.01.05,5447
2021.01.05,5273
2021.01.05,5080
2021.01.05,4985
2021.01.05,4453
2021.01.05,3702
2021.01.05,3305
2021.01.05,2153
2021.01.05,1473
2021.01.04,1295
2021.01.04,813
2021.01.04,633
2021.01.04,717
2021.01.04,1700
2021.01.04,4885
2021.01.04,6847
2021.01.04,6355
2021.01.04,5432
2021.01.04,5101
2021.01.04,5857
2021.01.04,5589
2021.01.04,5345
2021.01.04,5014
2021.01.04,5482
2021.01.04,5222
2021.01.04,5247
2021.01.04,4992
2021.01.04,5059
2021.01.04,4486
2021.01.04,3465
2021.01.04,3248
2021.01.04,2113
2021.01.04,1530
2021.01.03,904
2021.01.03,533
2021.01.03,455
2021.01.03,364
2021.01.03,449
2021.01.03,821
2021.01.03,1495
2021.01.03,2029
2021.01.03,2512
2021.01.03,3427
2021.01.03,4479
2021.01.03,4894
2021.01.03,5080
2021.01.03,5478
2021.01.03,5797
2021.01.03,5791
2021.01.03,5452
2021.01.03,5096
2021.01.03,4623
2021.01.03,4584
2021.01.03,4594
2021.01.03,4552
2021.01.03,3404
2021.01.03,2000
2021.01.02,865
2021.01.02,658
2021.01.02,508
2021.01.02,466
2021.01.02,609
2021.01.02,1290
2021.01.02,2215
2021.01.02,2877
2021.01.02,3390
2021.01.02,4278
2021.01.02,5340
2021.01.02,5470
2021.01.02,5320
2021.01.02,5878
2021.01.02,5740
2021.01.02,5173
2021.01.02,5302
2021.01.02,4839
2021.01.02,4075
2021.01.02,3448
2021.01.02,3262
2021.01.02,3156
2021.01.02,2105
2021.01.02,1434
2021.01.01,1183
2021.01.01,1093
2021.01.01,783
2021.01.01,600
2021.01.01,696
2021.01.01,1169
2021.01.01,1977
2021.01.01,2763
2021.01.01,3309
2021.01.01,4197
2021.01.01,5171
2021.01.01,5536
2021.01.01,5288
2021.01.01,5623
2021.01.01,5407
2021.01.01,5248
2021.01.01,4984
2021.01.01,4150
2021.01.01,3223
2021.01.01,2865
2021.01.01,2816
2021.01.01,2631
2021.01.01,2000
2021.01.01,1250
