집계일자,집계시,순창IC-남원JC교통량,순창IC-남원JC평균속도,남원JC-남원IC교통량,남원JC-남원IC평균속도,남원JC-순창IC교통량,남원JC-순창IC평균속도,남원IC-남원JC교통량,남원IC-남원JC평균속도,서남원IC-남원JC교통량,서남원IC-남원JC평균속도,남원JC-북남원IC교통량,남원JC-북남원IC평균속도,남원JC-서남원IC교통량,남원JC-서남원IC평균속도,북남원IC-남원JC교통량,북남원IC-남원JC평균속도
20210115,0,64,88.81,52,90.5,61,88.19,49,92.95,170,92.88,132,88.66,109,97.87,126,98.08
20210115,1,49,86.23,55,88.86,51,92.29,48,89.19,127,92.95,140,89.48,94,99.59,103,101.99
20210115,2,49,85.92,45,90.77,51,82.53,41,88.77,147,89.53,133,85.02,100,94.53,120,95.26
20210115,3,55,84.34,57,85.58,45,86.68,55,85,155,88.02,129,82.94,69,95.05,82,94.42
20210115,4,88,85.13,87,84.42,78,83.64,73,86.36,170,89.27,177,88.3,100,93.23,119,94.69
20210115,5,116,86.33,119,85.89,109,85.22,107,88.2,213,87.51,173,86.74,202,90.8,216,90.55
20210115,6,192,91.28,151,91.22,205,92.79,191,95.05,291,91.6,264,89.95,290,91.41,313,91.37
20210115,7,350,97.63,256,96.5,250,96.5,212,97.37,355,98.23,317,96.5,379,98.84,379,98.29
20210115,8,503,103.79,383,102.37,313,101.9,271,103.35,400,103.93,366,102.65,449,104.85,441,104.16
20210115,9,538,104.56,466,103.64,379,103.09,337,102.94,566,103.16,532,103.04,548,102.33,546,102.57
20210115,10,632,105.2,512,105.14,448,103.39,377,103.4,731,102.91,624,103.71,634,102.85,610,102.21
20210115,11,586,105.97,514,106.31,469,105.4,411,105.53,803,102.5,786,102.03,693,101.9,678,99.68
20210115,12,526,106.1,479,104.86,485,106.01,400,104.62,788,101.17,738,101.45,767,100.94,770,101.11
20210115,13,561,105.88,453,106.25,519,105.28,449,105.81,772,101.08,726,101.02,808,100.46,820,99.68
20210115,14,622,107.97,567,107.17,547,105.99,454,106,804,102.51,749,101.22,883,102.31,875,101.24
20210115,15,627,108.35,611,107.48,626,107.25,517,107.54,908,105.05,853,103.94,791,105.24,804,103.88
20210115,16,612,109.96,569,111.26,712,109.41,602,110.35,958,105.98,899,105.64,847,105.87,865,105.05
20210115,17,615,111.32,570,111.72,738,111.15,623,112.03,977,107.6,930,107.68,860,107.96,884,107.13
20210115,18,524,107.91,493,107.81,740,106.88,582,108.21,1012,107.63,886,108.44,644,107.25,696,107.24
20210115,19,436,109.34,414,109.97,463,107.39,404,109.84,829,109.84,758,109.05,641,107.99,674,107.71
20210115,20,326,107.64,323,108.57,326,107.41,286,108.16,558,108.33,515,110.2,637,108.9,671,109.93
20210115,21,194,104.38,205,105.96,251,106.4,205,107.06,422,107.34,342,108.62,420,106.93,453,107.96
20210115,22,141,101.53,141,99.8,175,104.58,153,105.1,313,104.53,290,107.61,324,107.01,342,108.3
20210115,23,81,95.56,91,97.64,106,98.72,86,99.73,237,102.73,211,104.04,236,107.76,262,107.01
20210116,13,642,110.67,547,111.59,554,109.2,474,110.91,758,108.43,738,107.93,865,108.7,878,107.76
20210116,14,735,113.02,645,113.01,599,112.1,530,111.96,865,108.47,837,108.48,876,108.61,911,108.42
20210116,15,653,112.11,611,113.31,661,110.69,542,112.18,888,109.33,862,109.5,862,109.15,904,109.51
20210116,16,647,110.38,578,110.27,691,109.12,576,109.89,854,109.51,871,110.26,796,109.71,816,109.99
20210116,17,573,113.03,548,114.28,691,112.38,548,114.51,833,110.41,851,109.67,669,109.42,726,109.12
20210116,18,421,110.32,383,109.8,526,110.83,422,110.82,641,109.85,622,109.15,519,109,548,109.73
20210116,19,290,109.77,252,109.3,302,108.4,245,109.83,488,109.61,517,110.21,391,110.52,421,110.32
20210116,20,217,103.54,203,102.49,232,106.52,190,105.52,383,111.21,400,110.6,296,110.31,346,109.55
20210116,21,147,106.61,127,108.35,181,111.83,141,111.51,278,108.61,277,110.02,253,107.96,278,108.18
20210116,22,104,104.25,97,108.67,134,109.61,121,110.76,184,107.68,187,103.94,196,108.32,211,107.24
20210116,23,73,105.54,74,102.38,84,109.4,58,107.72,132,101.06,150,96.3,187,104.16,164,104.91
20210116,0,69,96.3,62,94.79,65,97.56,52,98.95,162,98.12,151,97.1,236,105.68,245,104.73
20210116,1,52,93.69,60,91.54,54,96.38,51,96.97,137,102.43,138,93.5,180,101.74,158,99.4
20210116,2,45,90.29,38,88.9,48,87.94,37,85.42,126,92.93,124,90.33,165,97.24,138,97.75
20210116,3,51,88.81,48,94.1,32,83.06,32,87.31,130,88.67,115,89.07,134,94.82,99,94.47
20210116,4,60,90.49,68,87.82,49,87.91,50,91.31,140,89.36,142,87.95,166,92.01,140,91.88
20210116,5,90,90.48,80,91.57,74,88.89,80,92.07,174,89.29,162,90,208,91.78,196,91.02
20210116,6,153,93.56,138,92.52,134,90.55,129,92.41,232,92.9,216,93.3,231,96.73,274,95.16
20210116,7,293,98.57,238,101.3,188,97.14,148,101.14,301,96.96,290,97.09,306,99.2,321,99.23
20210116,8,362,106.41,350,105.17,247,106.63,209,106.24,415,108.56,395,107.9,372,107.86,424,108.07
20210116,9,492,107.99,440,107.23,347,105.88,300,106.06,574,106.78,556,106.94,598,107.56,644,106.81
20210116,10,662,109.48,570,109.17,504,107.59,446,107.98,791,108.23,750,107.71,754,107.45,833,107.27
20210116,11,687,110.25,579,110.42,579,109.74,518,110.3,797,107.27,831,106.58,894,106.8,910,107.27
20210116,12,613,109.64,529,109.83,533,108.98,528,109.79,735,107.48,792,108.15,900,107.05,877,108.06
20210117,0,52,100.75,48,100.41,43,104.23,30,101.63,114,102.66,117,100.74,136,107.01,109,105.21
20210117,1,36,99.06,33,101.08,34,91.41,26,94.16,101,105.66,100,100.11,138,105.82,111,104.41
20210117,2,37,98.66,37,94.27,36,97.95,30,98.42,101,98.84,86,96.26,125,106.86,81,101.72
20210117,3,32,99.69,33,94.43,30,97.36,25,98.33,83,100.23,73,93.04,88,100.28,52,101.02
20210117,4,40,95.92,42,94.14,38,91.57,38,85.01,105,98.57,90,93.73,129,97.96,85,99
20210117,5,54,94.47,52,98.92,51,89.68,36,89.19,117,100.08,108,96.29,127,97.21,107,97.29
20210117,6,93,101.23,92,99.01,60,102.04,59,100.7,134,95.99,140,97.83,154,96.6,147,98.92
20210117,7,153,104.37,126,104.86,77,102.26,72,104.62,199,102.29,182,100.7,195,100.83,186,101.47
20210117,8,178,108.16,167,105.21,127,107.5,111,106.26,291,106.4,271,105.89,248,107.02,224,104.83
20210117,9,298,110.58,235,109.67,201,110.69,186,108.82,447,109.28,452,111.64,308,108.57,352,108.09
20210117,10,467,111.55,374,111.47,306,110.97,287,112.56,751,111.51,785,112.11,426,109.65,472,110.68
20210117,11,530,112.97,463,112.3,448,112.23,396,112.4,899,109.73,906,111.6,634,108.56,633,109.69
20210117,12,527,113.6,456,113.76,498,112.4,418,113.82,923,110.82,920,109.93,599,109.54,651,109.63
20210117,13,601,113.02,497,113.07,515,112.35,470,113.11,1012,110.12,1000,108.72,699,108.64,686,107.93
20210117,14,711,113.44,648,114.02,612,112.17,502,113.1,1161,111.95,1137,111.58,767,110.84,783,110.52
20210117,15,681,113.79,656,113.93,736,112.37,642,113.52,1207,111.31,1157,110.77,823,110.38,869,109.82
20210117,16,654,112.36,627,113.56,788,111.43,653,112.58,1139,112.56,1091,110.74,797,111.11,847,110.29
20210117,17,557,113.11,529,112.96,732,113.13,604,113.53,875,111.57,891,110.89,756,110.9,794,110.73
20210117,18,441,111.63,431,110.56,546,111.19,461,111.74,682,108.94,647,107.52,619,108.47,640,109.08
20210117,19,379,109.91,331,110.37,373,110.24,328,110.43,562,109.98,578,109.81,515,110.48,544,110.17
20210117,20,307,109.43,311,108.08,311,110.14,268,108.8,465,108.11,474,107.16,446,108.28,470,107.64
20210117,21,212,107.78,208,105.95,234,108.54,223,108.08,366,106.44,389,103.82,389,107.81,398,106.45
20210117,22,152,100.29,136,98.04,153,104.93,147,104.44,303,102.94,301,103.27,312,104.75,310,104.35
20210117,23,97,96.79,96,93.81,109,101.31,95,101.08,226,98.67,210,95.15,232,102.02,234,100.55
20210118,0,64,95.62,63,93.7,68,95.18,58,91.16,136,92.48,149,84.81,125,99.08,140,97.83
20210118,1,47,86.99,50,92.77,42,86.61,31,92.57,119,91.53,115,82.85,86,95.27,101,93.73
20210118,2,52,85.09,51,88.64,52,86.11,53,87.05,127,88.99,116,78.31,65,89,71,84.89
20210118,3,46,83.13,41,85.13,43,77.01,44,79.59,124,88.44,135,79.78,61,85.31,72,78.8
20210118,4,78,87.32,71,88.32,56,82.5,52,88.88,161,86.04,173,79.35,100,85.89,124,79.05
20210118,5,122,84.9,118,88.54,97,79.52,102,87.09,194,85.32,204,83.03,171,86.59,192,85.37
20210118,6,205,86.68,161,88.81,160,83.51,160,87.84,278,83.84,297,81.44,232,85.4,294,84.23
20210118,7,363,84.64,272,85.8,241,81.74,223,84.56,307,78.52,348,80.51,358,79.92,353,78.88
20210118,8,410,91.85,287,92.84,284,87.61,235,92.14,371,83.53,379,84.26,374,84.7,387,83.52
20210118,9,409,83.27,304,84.75,275,81.44,254,84.9,450,82.77,470,83.7,324,83.76,333,79.74
20210118,10,404,80.32,289,89.61,257,76.47,254,87.12,543,78.56,528,76.77,305,78.83,383,78.99
20210118,11,391,82.78,392,90.68,347,80.66,307,90.05,548,80.6,594,78.99,469,80.91,462,77.11
20210118,12,411,93.91,339,95.61,369,92.36,335,95.65,495,87.64,437,86.04,622,88.25,608,84.96
20210118,13,402,101.69,352,101.66,374,100.21,336,102.54,561,97.82,592,96.41,672,97.07,689,96.13
20210118,14,363,100.85,315,102.35,350,100.48,299,102.67,579,98.18,546,97.07,627,99.77,617,97.92
20210118,15,432,104.06,366,102.36,325,102.37,260,102.63,653,101.18,708,99.17,563,100.67,608,98.02
20210118,16,373,103.09,371,102.7,364,101.04,292,103.46,646,103.62,621,99.32,505,103.46,547,99.52
20210118,17,331,103.38,289,102.35,349,103.12,263,103.94,550,102.22,589,97.96,440,103.4,488,99.26
20210118,18,240,98.45,208,95.29,293,98.54,225,96.15,472,100.25,525,97.03,397,101.18,425,97.71
20210118,19,186,96.52,159,91.36,180,97.18,148,96.42,368,98.8,409,95.97,277,99.52,302,97.9
20210118,20,132,94.45,147,92.48,147,96.29,127,93.72,314,96.9,350,94.28,221,99.1,251,98.92
20210118,21,110,93.62,112,92.76,117,94.71,101,94.68,271,95.91,273,92.3,198,97.59,228,97.72
20210118,22,91,92.91,93,93.06,110,97.7,105,97.57,217,93.41,222,87.41,143,96.9,154,96.61
20210118,23,69,90.83,72,90.66,76,92.71,58,94.57,158,91.34,147,86.32,102,94.98,108,96.24
20210119,0,52,88.36,61,94.61,50,89.94,49,91.82,98,87.94,102,87.25,92,97.11,100,97.41
20210119,1,51,88.49,42,89.58,54,87.89,40,89.41,73,88.11,82,86.86,73,90.65,91,92.69
20210119,2,43,85.33,49,87.36,48,82.77,45,88.66,92,90.61,102,85.29,60,91.93,67,93.76
20210119,3,46,85.93,43,87.42,32,87.1,41,90.01,107,86.28,103,84.37,76,90.15,93,92
20210119,4,79,83.37,81,87.04,69,83.23,64,87.35,138,90.52,156,86.4,90,92.67,110,93.86
20210119,5,105,85.84,99,87.04,88,87.44,93,89.21,199,88.12,179,86.31,166,90.46,189,91.74
20210119,6,175,88.59,143,87.37,167,87.92,158,88.77,232,91.24,201,88.14,248,91.61,254,91.05
20210119,7,317,97.45,223,98.22,232,96.41,202,97.66,287,94.73,231,93.71,334,96.09,313,96.7
20210119,8,445,102.57,296,100.63,284,100.78,232,100.15,368,101.33,355,100.59,363,100.7,369,100.35
20210119,9,561,104.71,394,102.79,345,103.66,270,103.63,512,103.64,493,103.27,469,102.44,493,102.95
20210119,10,625,105.91,554,105.65,446,105.44,397,105.32,693,101.82,694,103,590,101.72,593,102.99
20210119,11,558,105.03,451,103.57,503,104.16,434,104.3,731,99.43,713,101.19,672,99.82,680,100.74
20210119,12,465,104.25,400,103.03,439,102.83,387,103.29,727,99.54,721,99.45,629,99.59,651,99.41
20210119,13,513,106.15,414,104.81,504,106.14,418,106.61,631,101.37,646,99.95,695,100.4,733,99.41
20210119,14,566,106.21,483,107.34,534,104.87,408,106.48,643,101.81,630,101.47,729,101.12,747,100.2
20210119,15,502,107.37,487,107.44,479,106.64,408,106.66,696,103.89,679,103.98,650,104.23,683,104.21
20210119,16,463,106.39,421,108.44,517,106.27,418,108.04,730,106.07,676,105.16,606,105.4,642,104.51
20210119,17,432,109.58,403,106.74,525,109.74,415,108.76,703,103.86,653,102.6,517,103.78,560,103.91
20210119,18,345,105.51,327,104.71,480,106.58,352,105.68,614,102.86,596,100.88,443,102.16,490,102.33
20210119,19,225,101.3,210,99.32,257,101.55,213,100.59,440,100.51,428,99.15,326,100.88,351,102.08
20210119,20,172,97.56,165,97.71,189,100.08,160,101.35,341,97.2,352,94.49,253,99.35,287,100.62
20210119,21,147,98.12,134,96.68,161,101.09,151,100.44,303,97.86,268,94.89,236,99.65,266,100.18
20210119,22,109,94.68,100,94.43,117,100.82,98,99.5,207,100.52,239,95.55,187,100.9,196,101.87
20210119,23,86,96.2,83,93.99,86,98.66,64,98.16,141,92.83,128,93.18,141,97.21,155,97.84
20210120,0,60,89.92,64,87.94,69,91.21,68,90.63,110,94.35,123,87.96,95,100.51,109,99.77
20210120,1,45,89.18,48,90.27,48,85.96,41,88.09,104,89.63,106,87.02,105,96.96,119,97.21
20210120,2,42,88.4,46,86.77,44,85.41,46,84.04,112,87.86,109,89.9,111,95.92,115,96.18
20210120,3,54,84.45,57,86.04,42,84.88,44,87.3,123,87.06,121,86.08,96,90.8,110,92.59
20210120,4,83,84.55,86,85.68,70,84.23,76,86.33,160,95.58,148,87.17,120,98.35,151,98.26
20210120,5,100,87.7,105,87.74,123,88.13,117,89.2,201,86.9,161,86.01,186,88.7,202,89.7
20210120,6,202,89.89,158,89.09,178,89.11,157,91.05,258,88.39,234,89.95,256,91.59,297,92.6
20210120,7,391,99.6,269,95.98,255,97.57,235,96.69,310,96.21,231,95.83,347,97.83,337,97.14
20210120,8,519,103.15,352,102.86,315,100.76,278,102.07,393,103.21,415,100.37,451,102.27,427,101.03
20210120,9,585,105.96,467,105.07,397,104.78,345,105.26,577,103.63,551,104.24,518,102.89,526,102.68
20210120,10,611,107.38,552,107.29,477,106.31,439,106.22,692,103.06,750,103.96,590,103.14,622,103.14
20210120,11,569,105.57,544,108.09,519,105.79,476,106.98,710,101,709,101.48,653,101.55,647,101.2
20210120,12,539,105.78,460,104.94,467,104.79,407,104.23,755,100.93,741,101.27,721,100.66,729,100.92
20210120,13,509,104.8,417,104.27,521,103.22,446,103.9,686,102.11,636,100.55,735,102.06,758,100.27
20210120,14,546,107.43,478,108.56,527,107.29,431,108.69,723,101.75,694,101.46,711,102.3,725,101.27
20210120,15,531,107.77,504,108.1,523,107.49,410,108.17,796,104.56,724,103.81,644,104.94,690,103.54
20210120,16,518,108.29,489,109.6,599,108.96,488,110.03,825,105.32,746,105.19,642,105.17,665,104.54
20210120,17,456,109.61,406,108.1,623,110.55,463,108.8,835,106.15,770,103.14,608,105.64,646,104.15
20210120,18,427,106.63,371,104.75,552,107.01,414,105.61,631,105.1,641,103.43,457,104.83,514,105.29
20210120,19,288,101.36,281,99.13,311,104.1,239,102.87,557,102.49,549,102.2,372,102.68,410,103.32
20210120,20,212,100.63,187,98.52,219,103.66,189,104.15,421,100.86,418,98.92,290,101.93,318,102.12
20210120,21,184,100.89,143,96.49,182,102.3,163,101.61,327,99.19,332,95.12,242,98.99,264,99.72
20210120,22,102,95.25,102,93.51,137,101.12,114,99.51,257,97.81,247,93.88,172,101.01,204,102.48
20210120,23,81,88.97,80,91.56,91,95.09,72,93.98,162,92.49,127,90.86,149,100.36,166,99.87
20210121,0,59,87.49,62,82.98,47,90.75,49,93.26,110,93.5,121,88.37,110,98.15,130,99.95
20210121,1,58,86.95,54,86.93,48,89.53,44,91.92,85,89.32,82,82.1,91,95.43,106,95.74
20210121,2,49,84.23,50,84.87,36,90.16,39,91.74,107,90.62,96,85.52,76,95.28,99,95.17
20210121,3,49,82.29,47,85.01,39,90.37,46,92.78,95,87.66,105,82.21,71,96.4,84,95.21
20210121,4,80,83.58,90,84.49,69,87.69,73,87.44,154,87.05,153,84.25,115,91.73,137,92.6
20210121,5,112,85.33,107,87.07,116,87.15,115,89.75,197,87.02,193,84.17,179,87.93,205,90.13
20210121,6,187,90.3,150,89.63,203,90.8,174,92.26,263,89.08,216,90.05,258,90.53,290,91.94
20210121,7,351,97.11,241,94.37,265,97.65,215,98.09,344,98.82,328,97.14,362,98.96,357,98.09
20210121,8,495,104.36,356,103.09,316,104.11,263,103.35,383,103.48,386,98.69,430,102.83,431,101.28
20210121,9,551,103.26,439,104.06,358,102.65,310,105.05,561,104,549,100.33,530,102.8,528,101.8
20210121,10,661,105.55,517,104.84,468,105.15,412,104.76,735,103.31,727,103.09,726,103.62,699,103.42
20210121,11,602,106.3,532,107.23,490,106.23,427,107.53,805,102.34,790,100.81,731,102.15,707,101.01
20210121,12,530,105.48,482,103.63,486,104.48,428,104.51,773,101.63,775,99.86,761,100.59,761,99.6
20210121,13,520,104.61,457,103.79,507,102.87,412,103,696,101.5,713,102.26,666,101.13,712,100.62
20210121,14,528,106.11,472,105.19,523,105.19,423,105.59,769,101.95,742,102.11,712,101.39,764,101.07
20210121,15,509,105.45,494,107.15,551,105.52,443,107.34,796,103.48,771,102.73,660,105.39,691,103.91
20210121,16,478,102.43,458,105.07,624,105.8,530,105.55,779,101.35,772,94.37,618,102.87,671,101.31
20210121,17,361,100.75,330,103.37,539,103.99,429,104.5,755,97.59,718,90.4,540,101.55,610,100.34
20210121,18,270,97.55,244,101.23,462,99.56,357,100.13,658,94.53,635,87.29,423,99.34,451,99.25
20210121,19,223,97.08,218,98.15,267,100.25,211,100.65,488,93.25,517,86.69,325,99.28,389,98.97
20210121,20,192,93.8,171,94.35,197,95.96,175,95.79,359,91.04,393,84.27,307,99.42,335,98.34
20210121,21,141,91.99,121,94.05,171,95.2,150,95.7,285,90.14,320,85.05,249,96.43,273,97.68
20210121,22,92,91.02,93,90.19,127,94.65,115,94.95,193,89.4,217,82.4,208,98.22,244,99.75
20210121,23,73,90.6,67,91.04,86,86.21,67,89.99,87,85.85,103,81.74,149,97.55,187,96.94
20210122,0,39,86.31,41,84.18,61,93.67,50,92.99,152,87.94,111,82.14,100,97.19,115,96.11
20210122,1,35,89.01,30,94.86,35,79.96,39,81.93,129,86.53,102,78.75,80,96.24,93,94.9
20210122,2,28,86.81,31,92.7,39,80.16,37,81.35,141,86.89,104,78.11,93,95.56,106,94.15
20210122,3,37,81.28,26,83.26,42,79.87,51,82.53,164,84.57,136,76.23,85,91.44,100,92.04
20210122,4,63,84.75,53,83.08,65,81.18,55,85.14,187,84.99,171,78.48,99,91.43,127,91.08
20210122,5,86,84.9,58,83.06,89,85.95,86,86.4,222,88.81,222,83.84,198,87.73,220,88.49
20210122,6,160,92.36,122,91.5,184,88.99,170,89.51,266,89.37,238,82.18,261,90.79,289,89.66
20210122,7,302,99.12,209,97.61,231,95.57,190,97.02,297,96.24,322,92.71,324,96.11,333,95.67
20210122,8,480,103.41,330,106.07,296,101.63,257,102.13,354,103.61,401,98.42,415,103.76,378,101.46
20210122,9,559,101.62,402,103.78,339,104.39,295,105.62,503,102.59,515,97.27,520,104.16,491,105.1
20210122,10,562,101.51,459,102.44,436,103.91,389,105.27,741,99.16,770,94.18,632,103.13,641,102.14
20210122,11,542,102.8,468,104.46,479,104.12,417,104.87,756,101.04,806,96.03,729,101.26,729,102.38
20210122,12,514,104.97,449,106.19,472,105.27,456,107.28,764,103.98,798,97.58,775,100.47,771,101.64
20210122,13,555,103.68,451,107.11,545,106.3,481,107.25,705,108.19,722,102.71,778,103,752,103.27
20210122,14,545,105.08,485,107.74,569,106.55,476,108.07,801,107.34,816,101.71,833,104.99,850,103.98
20210122,15,597,106.45,557,110.07,591,108.56,479,108.99,897,105.69,894,99.56,775,106.76,845,106.67
20210122,16,523,106.99,482,110.83,652,109.78,547,112.33,939,105.22,949,100.73,827,107.59,860,106.95
20210122,17,524,108.75,496,112.83,728,111.35,598,112.07,834,104.54,849,98.88,756,109.41,818,110
20210122,18,466,106.76,440,108.44,728,108.81,562,108.52,943,103.69,930,99.04,705,108.07,741,107.98
20210122,19,374,107.77,384,112.26,486,108.5,425,112.15,672,105.45,715,99.91,547,106.96,588,107.83
20210122,20,260,103.8,235,104.73,302,111.2,282,111.2,402,102.73,445,96.5,526,108.77,524,109.36
20210122,21,184,103.95,165,106.15,221,107.52,194,109.05,277,96.44,282,92.87,422,108.02,446,109.29
20210122,22,97,99.26,92,97.37,140,105.88,133,105.34,221,100.92,250,94.9,348,108.26,363,107.63
20210122,23,65,95.17,64,92.83,86,104.35,74,104.35,182,97.21,169,92.03,237,106.23,264,107.88
20210123,0,44,97.83,41,98.8,62,98.91,55,98.68,152,99.8,132,92.59,229,105.81,245,105.3
20210123,1,37,92.66,33,94.55,48,91.69,52,92.48,109,94.31,78,90.58,195,102.74,177,101.39
20210123,2,26,95.52,24,91.09,44,85.21,36,86.35,139,91.81,97,86.34,145,99.09,119,101.05
20210123,3,38,86.99,27,93.09,37,92.69,42,91.17,134,91.55,108,85.69,160,96.58,143,96.94
20210123,4,54,89.52,41,90.67,49,87.87,50,96.13,159,93.18,132,84.72,171,96.66,143,97.33
20210123,5,97,95.25,75,95.66,89,89.11,92,90.92,194,94.72,174,89.06,181,91.05,194,91.95
20210123,6,117,97.34,101,101.68,141,91.91,130,95.97,226,96.58,198,94.55,231,94.43,229,95.84
20210123,7,279,101.92,204,105.39,183,95.65,144,98.18,258,101.55,279,98.74,275,101.19,306,101.83
20210123,8,354,104.76,276,106.45,234,105.4,214,105.6,320,105.69,364,103.81,402,106.4,463,106.99
20210123,9,498,104.81,401,106.79,365,107.68,320,108.8,531,106.55,535,101.69,560,106.25,604,107.23
20210123,10,588,105.57,530,108.59,455,107.81,397,109.69,756,104.86,758,99.7,769,107.62,815,108.14
20210123,11,595,105.36,504,106.75,523,108.61,479,110.44,722,106.11,771,102.48,949,108.21,967,108.87
20210123,12,591,105.64,474,108.34,542,110.06,496,109.68,722,106.59,769,100.81,975,107.66,951,108.43
20210123,13,577,105.15,472,109.37,524,112.13,447,112.79,652,109.61,684,106.19,788,108.28,804,109.71
20210123,14,571,106.17,471,109.99,573,112.01,490,111.95,797,107.47,823,103.65,896,109.06,956,111
20210123,15,571,105.01,494,111.06,616,110.33,522,111.92,816,105.52,821,101.84,883,107.83,910,109.16
20210123,16,584,107.57,499,111.66,581,112.37,466,113.18,762,108.33,791,105.69,746,110.71,780,111.96
20210123,17,449,109.37,415,112,550,113.4,442,113.73,692,108.52,735,105.88,667,112.07,708,113.83
20210123,18,348,107.28,290,110.03,398,112.68,319,111.19,496,106.51,524,103.27,510,109.23,534,110.56
20210123,19,270,107.23,220,109.53,292,109.86,219,108.29,368,106.07,388,102.5,387,111.23,423,109.55
20210123,20,174,104,155,106.06,234,107.58,179,107.62,321,107.38,345,104.8,319,110.42,374,112.21
20210123,21,135,103.35,111,107.18,162,103.81,130,105.79,214,104.18,241,101.94,276,109.91,295,109.22
20210123,22,79,99.71,64,104.78,112,104.44,84,105.1,201,105.19,171,101.78,237,110.87,229,110.28
20210123,23,53,98.74,51,103.9,94,107.01,69,107.55,161,106.02,120,102.65,175,108.46,170,108.42
20210124,0,42,100.53,33,98.46,50,110.56,40,106.4,44,109.07,81,102.43,162,107.92,133,107.86
20210124,1,24,92.74,20,87.4,30,94.71,27,97.87,44,103.09,76,93.16,147,108.63,104,107.04
20210124,2,16,101.9,10,98.05,25,99.03,26,99.34,32,95.52,49,96.31,114,110.5,76,106.95
20210124,3,23,95.94,21,98.68,24,93.68,15,93.62,35,99.09,68,89.03,110,102.71,79,102.69
20210124,4,28,103.8,20,105.33,22,102.72,19,96.45,31,93.69,49,89.85,125,104.15,91,100.06
20210124,5,52,100.72,42,101.87,39,95.7,32,97.71,65,104.82,93,96.86,143,93.15,118,94.77
20210124,6,100,108.37,89,108.58,58,101.64,51,102.62,83,107.25,115,103.61,170,102.2,147,102.65
20210124,7,168,108.11,148,111.07,85,105.78,86,106.25,146,110.11,188,104.7,221,108.02,247,106.67
20210124,8,215,110.58,173,112.25,133,110.99,117,109.37,209,111.01,241,105.13,254,108.88,289,110.17
20210124,9,330,111.3,258,114.03,199,113.92,186,111.66,471,110.17,483,107.51,355,111.23,394,113.19
20210124,10,492,109.69,387,112.56,331,112.96,323,113.57,607,110.79,670,106.32,518,109.39,534,110.25
20210124,11,596,109.3,460,111.97,416,115.38,380,115.18,777,110.94,790,107.39,705,108.9,693,110.68
20210124,12,536,107.84,429,111.26,442,115.48,392,116.77,802,111.44,811,107.18,690,109.79,676,111.61
20210124,13,588,110.13,443,111.31,529,115.27,454,114.44,948,112.18,911,109.95,680,110.2,711,111.46
20210124,14,633,110.16,538,112.74,633,114.46,512,113.89,1119,110.65,1055,107.97,766,110.71,775,111.62
20210124,15,645,109.35,588,112.57,771,114.44,655,115.4,1255,112.17,1170,108.39,747,110.46,793,112.34
20210124,16,611,111.99,580,115.97,825,112.71,596,115.06,1203,110.46,1076,106.93,817,110.26,895,111.36
20210124,17,488,111.55,440,113.88,782,114.11,658,114.26,942,112.29,873,108.87,722,111.41,783,111.81
20210124,18,397,109.51,369,111.54,595,111.66,460,111.5,779,110.06,721,105.5,620,109.67,633,110.1
20210124,19,340,110.21,317,112.74,398,110.29,354,111.91,644,109.71,642,103.11,472,109.76,510,110.56
20210124,20,282,108.27,253,111.3,356,109.12,306,108.63,470,108.58,496,102.14,432,108.06,454,109.67
20210124,21,185,105.56,178,106.66,263,106.54,228,110.73,304,104.34,351,99.41,350,107.38,376,109.28
20210124,22,146,102.95,128,104.12,191,106.81,172,109.98,230,101.82,272,94.23,330,107.74,354,109.55
20210124,23,88,101.63,82,104.23,112,103.59,102,104.55,123,97.89,176,93,229,106.38,225,106.2
20210125,0,55,97.34,55,94.96,65,97.56,55,102.2,140,96.48,138,90.93,118,104.05,149,103.1
20210125,1,39,96.97,30,102.49,40,93.93,43,95.01,135,98.27,109,92.03,71,101.64,106,102.1
20210125,2,29,92.61,26,92.71,46,93.01,39,94.29,161,90.43,134,81.53,58,103.1,102,103.42
20210125,3,48,91.42,39,95.4,49,91.76,53,91.48,153,91.1,126,84.82,71,95.93,119,98.08
20210125,4,106,99.01,85,96.7,62,91.92,58,94.67,204,91.07,201,85.45,115,101.78,174,101.25
20210125,5,160,103.66,130,106.03,121,94.06,130,95.08,241,97.39,257,91.43,228,100.97,289,99.6
20210125,6,290,102.27,230,102.63,252,101.57,218,99.31,321,98.74,308,92.68,347,101.5,402,100.65
20210125,7,507,106.85,318,108.04,349,105.68,305,106.48,344,104.67,378,100.73,527,105.4,495,105
20210125,8,618,107.75,437,108.98,362,108.96,287,107.46,391,105.98,458,102.31,525,107.44,505,105.53
20210125,9,551,102.9,465,107.05,391,108.04,360,107.75,537,102.5,564,98.04,539,104.54,558,105.26
20210125,10,545,103.24,449,104.86,463,105.48,402,105.55,701,102.05,734,97.36,693,104.5,689,103.88
20210125,11,651,102.92,578,104.66,565,106.3,535,105.94,779,100.75,803,96.14,727,101.96,698,101.29
20210125,12,509,102.7,413,104.26,540,106.58,499,105.77,629,104.45,684,98.5,759,100.58,723,100.61
20210125,13,502,104.24,432,106.16,529,105.64,455,106.39,606,104.6,601,100.6,680,102.05,690,101.12
20210125,14,542,103.76,468,106.88,512,106.07,424,107.31,676,104.69,675,99.98,811,103.97,818,103.98
