집계일자,집계시,순창IC-남원JC교통량,순창IC-남원JC평균속도,남원JC-남원IC교통량,남원JC-남원IC평균속도,남원JC-순창IC교통량,남원JC-순창IC평균속도,남원IC-남원JC교통량,남원IC-남원JC평균속도,서남원IC-남원JC교통량,서남원IC-남원JC평균속도,남원JC-북남원IC교통량,남원JC-북남원IC평균속도,남원JC-서남원IC교통량,남원JC-서남원IC평균속도,북남원IC-남원JC교통량,북남원IC-남원JC평균속도
20210401,0,62,95.53,58,91.99,66,93.3,56,95.09,165,94.73,165,89.38,185,99.44,145,100.11
20210401,1,41,96.2,40,95.13,51,99.24,45,98.68,133,91.5,90,83.47,143,98.06,123,97.82
20210401,2,33,89.99,31,93.04,48,90.83,54,88.66,148,88.31,118,79.69,151,95.14,131,96.5
20210401,3,56,90.34,41,90.92,52,87.37,49,87.45,176,90.23,146,80.79,137,93.25,104,91.59
20210401,4,91,89.04,80,88.08,76,90.62,71,92.06,190,89.71,179,83.09,188,90.56,166,90.05
20210401,5,104,94.08,87,95.52,119,88.57,124,89.44,228,92.56,240,86.18,258,92.05,284,92.84
20210401,6,287,100.51,190,99.7,266,99.19,251,99.06,291,99.29,312,95.91,350,96.56,383,96.84
20210401,7,446,104.74,304,104.69,321,103.24,275,103.26,350,104.29,373,101.21,432,102.19,451,102.87
20210401,8,522,104.96,386,105.04,375,105.41,347,104.69,380,106.09,415,100.8,545,105.24,527,105.31
20210401,9,636,102.83,441,101.72,415,106.13,381,105.85,538,103.12,605,97.73,731,103.29,699,104.74
20210401,10,716,101.25,553,99.82,491,104.5,448,106.23,771,99.07,800,94.06,876,102.36,847,104.65
20210401,11,626,101.31,476,99.32,552,105.64,513,106.32,789,99.22,827,92.84,990,100.79,970,103.46
20210401,12,566,102.22,406,100.17,519,106.48,437,103.4,716,101.66,755,93.67,958,100.61,931,102.53
20210401,13,551,102.65,426,100.98,506,104.76,404,105.01,764,103.43,769,97.34,812,100.49,817,102.09
20210401,14,551,103.13,444,102.12,642,106.68,470,105.68,880,101.93,837,96.5,817,102.43,888,104.61
20210401,15,466,103.24,425,102.49,617,107.24,450,106.72,922,101.42,879,95.93,773,102.28,843,104.43
20210401,16,555,104.82,505,105.08,648,109.25,487,107.79,980,101.14,929,95.34,683,104.14,755,106.52
20210401,17,433,105.46,398,103.86,657,110.46,461,110.12,834,102.07,773,95.54,621,104.72,711,105.74
20210401,18,344,105.6,299,104.58,609,110.78,424,108.62,714,99.83,707,93.23,536,105.01,611,106.37
20210401,19,263,102.52,265,103.11,335,108.93,244,106.93,497,98.01,516,90.73,434,103.48,490,104.71
20210401,20,197,99.84,193,96.99,250,106.29,220,104.9,406,94.83,442,88.6,332,102.31,377,103.53
20210401,21,170,99.63,150,97.11,201,103.39,177,103.86,330,92.19,359,84.52,314,102.86,334,106.11
20210401,22,118,95.65,119,95.77,133,100.34,144,102.57,234,92.55,242,84.57,282,102.45,292,104
20210401,23,84,95.38,75,96.21,102,98.91,80,101.01,211,91.83,185,86.38,213,100.21,228,103.03
20210402,0,46,91.69,45,88.03,61,94.98,56,95.66,166,92.32,120,84.64,191,102.15,166,103.31
20210402,1,48,92.11,55,87.98,48,92.53,45,97.41,139,83.79,116,76.4,152,101.63,126,100.02
20210402,2,31,86.28,30,87.18,63,91.29,53,91.83,154,85.89,122,74.44,150,93.87,123,97.42
20210402,3,48,84.59,40,82.17,53,90.06,54,89.33,173,89.26,150,80.28,143,93.36,121,94.62
20210402,4,81,82.12,75,80.78,73,88.66,66,90.53,193,89.56,188,82.49,179,88.71,171,91.1
20210402,5,121,90.41,88,87.52,131,91.4,137,91.37,237,89.69,245,83.15,255,90.79,292,92.4
20210402,6,225,101.77,190,95.59,249,97.84,238,99.46,282,97.44,298,91.58,334,96.62,372,97.81
20210402,7,412,105.01,287,100.89,287,101.62,277,103.19,316,101.8,362,97.79,432,101.49,443,103.68
20210402,8,539,105.25,417,102.94,356,107.03,299,106.97,411,103.44,442,98.82,513,103.69,536,105.66
20210402,9,616,102.7,475,102.78,389,105.99,363,105.59,559,101.66,610,97.43,662,102.02,657,104.79
20210402,10,679,101.78,514,100.9,480,106.81,454,108.07,723,99.68,796,94.6,889,101.58,888,105.3
20210402,11,641,103.5,524,102.04,506,108.55,472,107.4,823,100.86,838,97.11,1075,101.93,1022,104.18
20210402,12,643,103.29,498,105.27,536,107.01,471,106.21,759,104.01,824,97.99,1035,101.31,1074,103.27
20210402,13,659,105.47,560,107.24,609,105.55,511,104.29,820,105.41,810,101.33,1029,101.42,1075,101.96
20210402,14,673,105.46,563,106.08,670,107.75,510,107.29,931,106.13,876,103.67,1028,102.04,1082,103.49
20210402,15,654,105.86,594,109.18,766,107.72,596,106.69,1161,105.34,1103,100.37,1051,104.19,1094,104.82
20210402,16,682,108.84,602,111.06,896,110.25,654,112.63,1122,105.69,1037,100.34,973,106.32,1078,107.6
20210402,17,653,110.29,625,111.53,995,113.45,715,114.01,1115,104.71,1051,99.35,992,107.77,1140,109.32
20210402,18,551,113.5,530,115.12,860,113.09,642,115.2,1119,107.06,1095,102.33,943,109.24,1025,109.43
20210402,19,466,108.57,460,111.03,600,112.66,494,112.35,885,107.48,887,101.75,816,107.11,901,108.42
20210402,20,322,106.28,324,106.78,419,110.59,380,112.12,553,105.04,594,99.87,739,109.99,790,111.98
20210402,21,198,104.81,184,106.74,310,109.09,258,108.9,383,102.21,409,97.32,658,109.59,718,110.85
20210402,22,125,100.43,118,101.28,203,109.46,173,106.78,278,100.98,275,94.58,540,109.34,586,110.86
20210402,23,85,100.16,85,99.7,128,109.21,99,103.84,180,103.31,174,95.43,420,109.7,450,110.97
20210403,0,63,103.36,56,102.23,82,107.43,71,105.34,169,100.51,152,94.88,337,110.4,373,111.94
20210403,1,48,97.9,46,98.19,59,104.04,42,103.27,130,94.24,86,87.85,233,107.09,258,106.8
20210403,2,38,96.47,31,94.53,58,90.46,58,96.86,143,100.9,98,92.44,212,102.66,221,104.41
20210403,3,38,94.27,35,99.92,46,99.31,53,101.26,120,99.41,101,96.98,182,103,176,102.64
20210403,4,54,93.23,44,89.23,54,92.1,47,94.43,163,96.98,116,91.44,199,99.74,190,99.29
20210403,5,107,99.04,81,99.76,61,86.41,71,91.95,180,95.61,168,91.64,250,95.68,245,96.54
20210403,6,165,105.92,123,104.98,154,98.62,145,99.94,254,102.25,268,98.59,332,102.26,387,101.07
20210403,7,292,106.54,223,107.91,200,105.54,199,106.62,312,109.21,359,106,441,108.42,503,108.5
20210403,8,436,105.89,342,108.4,317,108.78,274,107.96,430,110.18,477,105.5,681,109.69,731,109.03
20210403,9,522,105.46,424,109.91,495,110.16,462,110.39,671,107.68,664,105.27,857,107.19,889,108.09
20210403,10,644,104.26,525,109.24,555,109.42,523,109,863,103.99,886,100.62,1193,105.44,1223,105.77
20210403,11,704,102.68,579,102.63,649,103.8,576,102.88,853,100.81,867,94.09,1251,101.03,1233,98.82
20210403,12,609,103.98,508,105.59,653,106.68,577,104.82,868,103.68,873,97.5,1159,102.65,1152,102.49
20210403,13,668,103.29,552,106.52,620,104.5,494,106.05,971,104.16,967,99.6,1004,104.92,1025,103.9
20210403,14,706,100.94,626,103.16,633,101.23,524,102.95,1041,100.47,1022,94.65,949,101.41,982,98.78
20210403,15,623,103.92,590,106.05,661,105.7,517,105.49,1017,101.02,1035,96.28,985,104.1,1012,103.24
20210403,16,575,105.45,530,107.29,623,106.23,538,107.57,978,103.69,935,98.61,841,105.34,851,103.84
20210403,17,455,106.12,435,108.58,599,108.69,462,110.76,763,104.77,762,100.21,720,107.64,792,106.1
20210403,18,369,110.77,332,112.03,460,112.62,369,110.95,515,107.13,527,103.7,597,110.21,611,108.7
20210403,19,257,104.17,225,104.68,315,107.78,266,105.38,368,104.92,439,100.29,411,108.27,461,106.37
20210403,20,187,103.72,175,106.58,248,106.75,212,105.5,300,103.39,337,97.83,339,105.06,376,104.41
20210403,21,129,102.14,123,104.09,187,106.47,154,105.31,276,104.5,290,98.5,287,107.21,319,105.8
20210403,22,86,102.07,85,100.04,116,104.21,101,103.22,211,104.74,200,100.64,218,108.53,223,105.66
20210403,23,58,100.44,55,103.65,91,106.24,75,106.92,159,101.92,113,96.69,193,105.44,191,105.42
20210404,0,46,96.28,43,97.7,49,100.94,41,96.48,113,101.88,76,97.35,171,101.69,135,100.58
20210404,1,32,96.8,31,92.84,47,96.34,42,96.66,101,100.75,58,98.4,151,108.52,112,101.58
20210404,2,33,102.12,33,100.71,31,99.44,30,98.81,96,99.4,56,95.14,108,103.64,72,102.11
20210404,3,23,92.87,23,94.74,32,95.24,27,93.05,101,98.74,64,94.49,128,97.59,96,95.82
20210404,4,31,104.13,29,100.18,31,97.99,36,97.65,116,95.73,70,92.42,120,96.68,82,94.65
20210404,5,41,100.74,27,104.55,43,96.31,45,97.88,149,96.62,111,94.07,135,95.76,108,94.18
20210404,6,68,107.51,55,104.37,60,97.04,61,96.77,184,103.57,168,99.59,176,98.65,183,98.52
20210404,7,120,106.49,92,107.97,109,104.79,100,105.47,263,108.74,292,104.05,230,105.47,247,103.73
20210404,8,231,105.66,171,105.54,142,108.2,153,106.51,400,109.01,433,104.78,320,108.73,347,107.15
20210404,9,376,107.81,288,108.13,274,112.13,248,111.27,606,107.36,646,104.14,451,108.11,490,107.46
20210404,10,527,108.92,397,109.31,385,112.23,350,109.77,957,107.65,982,103.86,634,108.79,666,108.71
20210404,11,625,107.24,444,109.29,451,109.16,404,106.68,1173,104.89,1204,100.1,793,106.83,737,106.4
20210404,12,554,107.32,441,109.34,475,107.43,433,107.31,1194,103.53,1253,99.53,687,106.4,671,106.07
20210404,13,616,107.35,523,108.35,580,109.49,483,109.15,1244,105.27,1305,100.03,727,106.93,762,105.84
20210404,14,718,109.06,628,111.18,669,110.62,521,111.31,1575,101.1,1577,98.65,759,107.14,810,106.93
20210404,15,730,110.09,711,113.13,823,109.99,659,111.39,1698,102.95,1601,100.53,794,107.5,863,106.87
20210404,16,674,111.44,710,111.97,794,112.77,584,112.4,1469,105.54,1397,101.05,811,108.01,872,108.06
20210404,17,509,109.46,514,107.42,705,109.86,574,110.39,1077,101.57,1069,98.46,840,104.99,869,104.64
20210404,18,442,109.12,409,111.6,554,112.28,434,112.67,768,106.46,775,102.85,706,109.65,744,110.52
20210404,19,400,108.99,348,110.02,435,110.73,360,108.69,648,105.18,676,101.95,517,109.28,560,110.8
20210404,20,339,108.72,314,109.51,319,109.36,267,108.22,557,103.81,582,100.74,461,108.67,506,110.6
20210404,21,250,109.01,215,108.04,271,110.21,255,108.19,399,104.25,456,99.73,450,109.13,490,110.28
20210404,22,137,107.51,148,108.88,188,107.69,168,107.22,291,103.89,323,97.19,335,107.34,378,107.81
20210404,23,85,106.6,77,105.71,123,101.93,110,101.98,218,100.23,206,93.35,236,106.75,246,106.39
20210405,0,49,100.55,40,100.83,73,97.92,55,98.47,160,96.08,124,88.25,190,103.9,192,102.91
20210405,1,39,96.47,34,99.74,48,97.67,35,102.54,146,93.29,104,84.55,154,105.67,134,105.15
20210405,2,45,95.1,42,94.95,47,95.01,34,93.24,173,89.94,129,83.7,140,96.91,101,95.99
20210405,3,59,95.53,47,100.49,55,93.86,56,93.3,175,94.47,175,88.44,151,106.25,131,102.9
20210405,4,100,95.04,92,97.28,80,93.24,72,94.23,207,98.19,218,90.13,185,100.14,184,101.2
20210405,5,187,100.82,150,105,164,96.11,161,97.65,279,97.94,294,91.7,273,101.77,314,100.11
20210405,6,363,105.55,281,107.27,290,104.44,266,105.98,336,101.55,346,98.33,466,104.58,524,104.98
20210405,7,604,107.66,422,107.94,386,106.5,344,105.67,394,105.51,440,101.83,580,106.99,590,107.43
20210405,8,603,106.86,462,106.8,484,109.47,383,109.39,438,105.98,469,102.63,598,106.16,596,106.53
20210405,9,653,102.82,519,105.06,483,108.34,410,106.37,549,103.21,575,100.07,626,104.23,622,106.54
20210405,10,678,103.26,572,102.02,524,108.07,432,107.52,748,99.22,751,94.75,731,102.41,734,104.48
20210405,11,566,102.68,481,102.54,639,107.35,559,107.01,762,101.54,773,97.55,830,100.02,853,101.67
20210405,12,488,103.74,414,103.32,554,106.03,480,105.92,625,102.77,649,98.54,804,100.76,853,102.7
20210405,13,466,103.65,420,104.42,532,106.81,431,104.85,670,107.43,681,102.41,764,101.39,802,101.9
20210405,14,513,106.68,437,107.36,479,104.78,389,104.7,746,107.27,751,103.13,793,100.43,850,101.32
20210405,15,549,104.42,483,106.06,492,106.21,417,105.59,861,104.24,871,100.09,695,101.73,743,104.3
20210405,16,478,105.35,431,105.92,572,109.05,447,108.79,839,103.49,856,97.98,593,103.34,654,103.59
20210405,17,413,107.35,382,106.88,577,110.67,420,110.18,800,102.62,809,97.13,612,104.73,709,106.79
20210405,18,320,108.72,287,109.68,504,108.45,389,108.03,661,101.89,666,95.93,533,105.07,593,105.09
20210405,19,257,103.74,238,103.86,316,105.17,250,105.71,502,98.12,524,91.89,403,101.96,434,101.27
20210405,20,185,101.64,178,101.86,250,104.75,210,104.56,453,95.74,502,89.66,333,101.97,374,102.31
20210405,21,157,99.52,139,98.76,181,103.13,167,101.48,354,93.19,393,85.58,306,100.04,334,100.23
20210405,22,117,99.51,116,100.09,131,103.92,114,100.8,277,94.87,307,87.24,248,98.45,274,98.93
20210405,23,70,93.62,67,95.94,106,99.24,91,99.07,185,93.22,180,84.68,214,99.97,226,99.51
20210406,0,46,91.2,43,91.35,68,95.67,59,99.21,168,88.63,148,79.34,188,100.72,180,99.63
20210406,1,37,88.75,45,91.63,52,97.01,50,98.64,137,88.63,104,85.18,168,100.84,144,98.36
20210406,2,33,91.52,27,83.1,63,91.43,70,90.93,143,92.41,119,84.63,164,96.19,142,98.75
20210406,3,46,88.25,38,88.79,44,90.83,50,85.34,171,91.77,145,84.93,168,96.22,141,96.69
20210406,4,79,88.14,70,90,69,88.02,74,88.51,216,89.73,191,80.76,180,91.92,173,92.8
20210406,5,128,96.01,94,96.01,165,93.37,166,94.54,257,90.97,260,84.97,258,92.3,294,93.04
20210406,6,260,103.18,195,101.75,256,97.04,238,96.36,294,98.88,327,94.02,365,96.85,404,96.06
20210406,7,440,103.79,306,102.74,315,101.76,276,102.29,321,105.37,360,100.85,434,100.46,450,100.55
20210406,8,545,106.07,431,104.91,374,106.44,332,106.02,362,103.5,394,99.66,464,103.64,471,103.08
20210406,9,664,103.13,475,104.57,413,103.75,367,102.68,508,101.8,560,97.11,631,102.13,631,103.95
20210406,10,619,102.08,500,102.19,485,106.48,439,105.9,697,99.16,767,93.67,682,102.32,739,102.36
20210406,11,592,102.88,468,102.59,522,106.17,477,106.03,759,99.36,839,95.1,726,102.03,760,102.84
20210406,12,487,103.8,425,103.8,509,102.92,470,102.49,680,101.57,732,95.43,710,100.73,759,101.32
20210406,13,499,104.95,410,105.44,499,103.08,440,102.63,616,103.96,658,100.12,691,101.84,753,101.06
20210406,14,501,103.83,474,105.98,505,104.23,452,104.34,668,102.43,711,99.75,747,101.67,830,101.06
20210406,15,462,105.74,450,107.26,570,104.72,469,105.43,762,101.51,763,98.68,666,103.1,758,102.52
20210406,16,493,104.78,430,104.85,628,107.54,464,107.25,815,100.4,795,97.65,645,104.36,728,104.3
20210406,17,399,105.92,380,106.39,592,109.72,434,108.42,786,101,782,94.82,531,105.24,621,106.23
20210406,18,321,108.17,291,108.94,522,109.07,356,106.43,650,100.63,645,94.74,484,104.3,556,106.34
20210406,19,233,101.52,227,104.34,325,105.98,270,104.96,495,98.4,529,90.8,363,102.67,426,103.15
20210406,20,174,103.46,170,101.74,216,104.99,200,105.54,414,95.31,459,88.66,329,100.67,348,99.56
20210406,21,152,102.27,154,101.21,168,100.93,167,99.17,348,95.9,391,88.52,293,98.13,334,99.87
20210406,22,110,100.68,114,102.57,118,99.44,124,100.69,275,92.9,304,85.74,260,100.16,258,101.02
20210406,23,66,97.52,59,95.73,92,97.07,85,99.18,186,97.3,182,89.76,219,100.22,203,101.85
20210407,0,38,91.64,44,89.58,64,93.9,68,93.59,185,89.97,158,83.83,194,104.1,169,104.16
20210407,1,33,96.12,40,94.09,49,90.34,46,93.77,143,88.77,103,83.91,145,96.95,128,97.13
20210407,2,29,84.9,24,84.41,49,86.47,52,90.35,153,88.61,120,81.92,160,101.69,131,101.02
20210407,3,49,86.92,37,84.79,41,90.24,45,88.31,177,88.2,156,79.68,180,92.52,149,92.01
20210407,4,76,87.71,73,85.3,76,87.67,82,91.63,219,88.68,219,81.78,170,95.29,168,95.57
20210407,5,136,93.32,115,93.64,120,90.36,141,91.33,252,92.27,243,85.43,274,91.88,272,93.01
20210407,6,259,103.44,194,101.15,256,96.5,242,99.34,305,97.45,320,93.33,369,96.2,427,96.74
20210407,7,446,104.83,340,102.4,291,101.97,245,102.33,331,103.08,360,98.36,436,101.77,440,101.03
20210407,8,520,104.02,383,107.73,360,105.73,320,105.07,343,104.51,382,100.94,492,104.9,504,104.95
20210407,9,597,100.2,470,104.71,365,104.92,317,103.55,516,102.21,552,98.9,612,102.81,621,103.37
20210407,10,673,99.12,543,101.57,437,106.2,379,105.47,679,97.38,765,92.6,705,103.77,757,104.24
20210407,11,567,100.35,486,103.38,496,106.77,472,105.5,688,99.13,742,93.6,746,102.16,793,102.22
20210407,12,464,101.12,387,102.6,539,102.78,495,101.7,666,99.3,717,95.86,689,100.92,709,101.5
20210407,13,471,101.9,386,102.99,579,101.69,471,102.26,625,104.28,632,101.39,710,101.81,779,102.25
20210407,14,495,102.76,449,103.7,615,103.15,475,104.13,720,102.7,648,97.92,676,103.14,681,98.61
20210407,15,467,102.26,435,105.15,589,105.35,448,105.77,788,99.92,712,94.51,652,104.37,704,99.24
20210407,16,422,102.01,408,103.61,686,107.35,511,108.5,898,102.3,827,98.36,644,103.65,719,103.4
20210407,17,413,103.45,407,105.59,708,109.29,504,109.15,748,100.15,747,94.94,532,103.41,658,104.56
20210407,18,360,106.48,326,106.41,578,109.69,443,109.39,595,101.24,593,94.39,478,104.86,550,105.14
20210407,19,227,105.58,218,106.62,308,107.22,238,106.13,465,99.28,484,94.27,353,103.23,417,102.67
20210407,20,164,100.87,165,102.8,227,105.87,202,103.55,402,95.84,436,89.28,278,100.85,313,102.71
20210407,21,137,102.85,136,103.68,155,99.34,150,100.31,325,92.93,382,86.72,286,104.21,279,103.87
20210407,22,110,99.79,115,99.08,131,102.51,121,103.44,256,95.91,287,89.8,248,101.74,277,100.09
20210407,23,72,96.84,68,94.77,86,98.24,74,100.95,176,92.3,163,83.65,195,101.35,208,100.6
20210408,0,48,101.94,50,99.24,58,94.42,65,91.59,162,89.22,138,82.92,168,100.57,144,99.36
20210408,1,37,93.24,35,93.24,47,90.81,50,93.39,129,94.98,95,90.48,152,97.43,132,101.1
20210408,2,40,91.12,38,90.04,48,90.25,55,93.07,151,87.09,111,77.94,164,100.93,130,98.88
20210408,3,42,86.86,37,89.08,52,87.85,62,85.88,169,85.96,151,79.88,180,96.78,158,96.8
20210408,4,93,89.8,87,87.71,85,89.45,89,92.23,211,86.55,203,80.27,184,93.18,180,92.48
20210408,5,126,95.25,114,95.8,146,90.28,179,93.21,256,92.41,254,85.52,251,90.79,253,92.42
20210408,6,259,102.02,204,101.26,250,97.12,254,98.28,255,96.84,269,92.83,369,94.26,400,95.18
20210408,7,421,105.78,305,104.53,316,101.4,295,102.92,315,101.43,358,98.67,439,102.68,463,102.74
20210408,8,539,105.48,402,105.06,369,104.37,327,104.84,379,104.46,424,102.13,491,104.4,484,104.66
20210408,9,614,103.45,474,103.64,436,104.58,392,103.94,510,102.19,558,98.96,636,103.42,653,104.73
20210408,10,662,100.72,562,101.42,434,106.02,421,105.07,744,99.4,770,95.43,746,101.5,761,102.78
20210408,11,529,102.26,478,102.72,512,105.58,482,105.18,779,98.44,817,94.19,793,101.18,834,102.03
20210408,12,489,102.54,448,104.06,528,103.26,470,103.6,706,100.18,726,96.61,724,99.95,781,100.43
20210408,13,497,93.45,425,101.82,505,102.86,431,102.77,618,102.19,642,98.2,694,100.6,736,99.13
20210408,14,508,103.91,456,104.7,563,103.24,445,102.57,760,103.76,761,99.95,786,104.08,874,102.68
20210408,15,516,103.88,477,104.84,610,106.28,497,105.82,816,101.03,805,98.3,681,105.14,754,103.84
20210408,16,474,106.21,435,106.42,626,107.63,526,107.59,803,101.32,794,98.15,613,103.83,702,104.51
20210408,17,433,107.21,415,108.67,641,109.62,459,110.26,777,101.26,765,95.12,655,106.23,744,105.9
20210408,18,364,105.25,315,107.44,549,108.33,398,107.93,690,101.66,724,96.45,537,103.71,600,103.85
20210408,19,247,104.63,261,105.13,325,105.4,282,105.41,526,99.61,545,92.55,410,103.33,462,103.61
20210408,20,203,103.05,208,102.8,222,105.17,198,105.13,422,94.88,469,88.18,331,102.71,385,104.96
20210408,21,155,104.76,154,106.78,190,103.16,170,103.73,331,93.96,363,87.34,340,102.85,375,103.52
20210408,22,112,99.52,110,98.08,127,103.29,124,102.49,294,92.42,332,85.44,274,104.38,294,105.01
20210408,23,69,96.29,68,98.83,87,96.2,75,96.73,193,94.22,192,88.28,240,101.33,232,102.95
20210409,0,48,95.81,56,95.2,60,97.08,57,95.82,182,89.93,163,82.37,196,102.2,196,103.64
20210409,1,45,91.12,44,90.36,57,92.37,57,94.7,143,89.6,104,83.9,165,101.51,144,101.16
20210409,2,32,89.61,32,91.94,42,89.28,43,90.19,154,85.16,127,77.93,166,96.98,150,97.62
20210409,3,44,89.63,43,86.71,50,87.32,61,88.53,181,86.88,155,80.79,174,99.36,162,100.75
20210409,4,65,89.01,63,85.58,84,89.37,91,90.73,223,91.29,212,85.38,185,95.27,172,95.65
20210409,5,149,94.35,113,94.14,142,89.79,141,89.06,267,92.53,262,85.91,269,90.33,282,91.38
20210409,6,261,103.62,195,100.85,228,96.68,233,97.17,303,100.06,337,94.54,327,96.58,360,96.04
20210409,7,412,104.16,304,104.31,318,100.44,316,101.19,335,103.55,386,99.91,429,100.86,448,101.54
20210409,8,491,105.4,382,104.77,393,105.78,370,104.5,388,106.75,410,102.46,560,104.95,548,105.01
20210409,9,618,102.95,467,104.43,401,104.91,386,105.19,571,102.98,625,99.32,688,103.71,685,104.44
20210409,10,681,101.56,572,101.34,486,107.47,449,106.67,764,99.05,809,95.15,909,103.33,919,105.52
20210409,11,620,103.05,522,101.82,486,106.89,448,105.79,799,101.49,844,95.47,935,102.7,949,102.81
20210409,12,546,105.17,489,105.42,536,104.88,496,104.41,724,103.23,757,98.93,872,101.68,939,102.15
20210409,13,562,105.09,511,105.86,580,106.62,471,106.01,772,107.68,765,103.52,852,103.08,912,103.63
20210409,14,623,106.77,553,107.56,673,106.95,587,107.26,835,104.81,810,101.19,1000,103.61,1085,103.72
20210409,15,682,107.7,644,108.58,712,108.34,623,109.12,907,106.17,922,101.57,881,105,933,105.8
20210409,16,626,108.74,610,109.96,858,109.7,664,111.97,1105,103.38,1025,99.37,1059,105.54,1130,106.62
20210409,17,666,110.53,658,111.84,897,111.71,741,113.67,1002,106.02,967,100.72,1077,105.96,1162,107.32
20210409,18,603,111.23,590,113.44,851,111.45,672,113.73,1038,106.72,1024,101.76,934,107.02,1040,107.44
20210409,19,430,108.33,445,104.29,569,108.92,470,106.02,741,102.01,745,92.8,858,103.01,914,100.3
20210409,20,321,107.42,316,102.4,383,107.96,365,102.87,434,98.18,514,90.31,787,103.35,840,101.53
20210409,21,230,100.74,233,99.5,302,108.35,289,103.39,328,98.24,372,90.7,756,107.61,822,107.83
20210409,22,133,102.9,147,102.48,201,109.89,173,105.86,288,100.85,303,94.69,626,110,680,110.27
20210409,23,74,106.81,72,103.44,130,109.3,105,107.35,189,103.31,171,93.94,488,109.91,533,111.54
20210410,0,54,97.87,56,96.98,81,103.98,76,102.08,185,95.37,170,88.94,336,108.22,362,110.37
20210410,1,48,97.8,49,101.74,59,102.9,60,101.82,133,92.9,88,85.98,243,107.46,278,106.76
20210410,2,37,92.81,34,93.16,47,89.66,48,88.96,136,90.19,93,87.22,211,104.04,229,105.19
20210410,3,31,91.89,29,91.31,47,90.92,58,93.99,131,94.09,98,85.97,222,100.63,224,100.32
20210410,4,64,90.46,64,88.18,77,93.73,74,92.9,176,93.69,142,85.24,195,96.64,203,96.19
20210410,5,128,98.49,101,98.26,123,94.73,122,95.24,204,96.61,174,90.41,272,97.65,326,99.56
20210410,6,276,104.87,229,103.64,193,99.71,213,99.23,249,103.36,272,99.43,387,101.18,418,102.27
20210410,7,435,106.08,329,107.75,259,106.26,258,105.85,344,108.7,380,105.72,532,107.07,578,107.1
20210410,8,557,105.96,431,107.62,400,108.36,367,109.12,457,109.15,506,105.61,816,108.16,839,109.63
20210410,9,681,105.93,578,108.11,571,111.1,542,110.33,671,107.3,695,103.58,1100,107.8,1161,109.4
20210410,10,813,107.58,651,109.57,695,111.63,660,111.14,857,106.29,928,102.36,1396,105.93,1385,107.81
20210410,11,886,109.25,691,112.02,723,111.98,677,111.25,784,108.35,864,104.59,1547,104.99,1502,106.93
20210410,12,781,108.58,560,110.19,685,112.28,650,111.41,758,107.66,806,105.93,1410,106.45,1347,107.03
20210410,13,796,109.99,568,111.58,692,110.48,669,110.98,866,109.14,898,106.5,1318,106.91,1245,108.14
20210410,14,846,109.64,652,111.22,752,109.99,632,109.32,1009,108.97,995,105.23,1198,106.9,1171,108.23
20210410,15,849,110.6,721,112.64,850,111.36,709,111.44,1201,108.01,1160,104.44,1050,108.27,1093,110.03
20210410,16,813,112.81,712,114.58,991,110.75,717,112.59,1339,107.27,1232,104.98,1006,109.74,1049,110.41
20210410,17,651,111.7,607,115.29,1014,112.52,645,114.43,1274,109.83,1133,106.07,1015,110.33,1110,111.67
20210410,18,535,113.42,516,115.48,857,113.01,589,113.57,1002,109.37,965,106.27,735,111.42,803,111.38
20210410,19,368,111.08,369,111.32,499,112.22,390,111.49,698,108.3,706,103.89,546,109.98,624,110.38
20210410,20,282,108.04,270,110.52,397,109.06,309,109.29,531,107.82,560,103.38,489,110.49,547,111.63
20210410,21,186,106.25,180,106.35,259,111.06,208,109.75,407,106.82,440,101.62,363,110.64,399,110.32
20210410,22,122,106.06,114,108.31,164,108.18,133,108.96,304,107.31,322,102.35,271,109.8,292,109.87
20210410,23,81,105.97,86,103.72,100,107.54,96,107.75,199,104.39,200,100.23,228,108.77,227,107.43
20210411,0,139,105.42,54,103.53,141,108.6,64,106.64,175,105.9,145,100.62,185,108.83,163,107.43
20210411,1,147,108.53,36,106.44,129,102.37,38,106.5,123,106.58,95,103.78,171,111.31,134,107.88
20210411,2,119,97.05,25,102.14,111,100.07,28,94.19,120,104.73,84,99.42,142,108.13,119,108.57
20210411,3,97,91.65,22,92.83,123,103.8,32,107.35,97,100.23,63,91.94,138,105.63,110,107.67
20210411,4,119,98.17,34,92.27,118,107.69,47,107.41,129,101.94,108,98.25,141,109.65,87,106.68
20210411,5,162,103.57,66,105.67,144,98.33,57,102.34,184,108.1,152,105.64,168,99.76,144,99.54
20210411,6,231,110.08,138,113.14,159,112.16,94,115.1,253,111.92,262,106.09,238,105.49,251,107.6
20210411,7,294,108.03,176,109.38,202,110.21,156,108.74,328,112.09,366,108.73,298,107.51,306,107.93
20210411,8,349,108.19,251,111.55,289,112.18,243,112.71,489,114.23,537,110.36,394,109.01,442,108.73
20210411,9,485,109.66,343,111.85,348,113.12,328,112.08,728,111.82,780,108.51,556,109.42,586,110.16
20210411,10,664,109.95,484,112.46,488,112.54,482,111.83,1020,111.06,1099,107.48,828,108.72,792,109.88
20210411,11,734,108.8,527,112.51,575,112.5,570,112.59,1091,109.84,1141,106.54,981,108.14,919,108.34
20210411,12,677,110.85,502,112.4,556,114.09,450,112.6,1241,108.52,1257,105.24,822,109.09,774,109.9
