날짜,교통량
2021.01.16,80
2021.01.16,129
2021.01.16,148
2021.01.16,209
2021.01.16,300
2021.01.16,446
2021.01.16,518
2021.01.16,528
2021.01.16,474
2021.01.16,530
2021.01.16,542
2021.01.16,576
2021.01.16,548
2021.01.16,422
2021.01.16,245
2021.01.16,190
2021.01.16,141
2021.01.16,121
2021.01.16,58
2021.01.15,49
2021.01.15,48
2021.01.15,41
2021.01.15,55
2021.01.15,73
2021.01.15,107
2021.01.15,191
2021.01.15,212
2021.01.15,271
2021.01.15,337
2021.01.15,377
2021.01.15,411
2021.01.15,400
2021.01.15,449
2021.01.15,454
2021.01.15,517
2021.01.15,602
2021.01.15,623
2021.01.15,582
2021.01.15,404
2021.01.15,286
2021.01.15,205
2021.01.15,153
2021.01.15,86
2021.01.14,59
2021.01.14,44
2021.01.14,40
2021.01.14,65
2021.01.14,75
2021.01.14,106
2021.01.14,192
2021.01.14,237
2021.01.14,262
2021.01.14,342
2021.01.14,413
2021.01.14,413
2021.01.14,394
2021.01.14,443
2021.01.14,392
2021.01.14,424
2021.01.14,415
2021.01.14,482
2021.01.14,381
2021.01.14,259
2021.01.14,179
2021.01.14,136
2021.01.14,130
2021.01.14,84
2021.01.13,55
2021.01.13,39
2021.01.13,45
2021.01.13,45
2021.01.13,70
2021.01.13,106
2021.01.13,176
2021.01.13,239
2021.01.13,245
2021.01.13,282
2021.01.13,370
2021.01.13,426
2021.01.13,390
2021.01.13,421
2021.01.13,384
2021.01.13,415
2021.01.13,418
2021.01.13,387
2021.01.13,358
2021.01.13,220
2021.01.13,170
2021.01.13,136
2021.01.13,112
2021.01.13,79
2021.01.12,49
2021.01.12,33
2021.01.12,41
2021.01.12,49
2021.01.12,65
2021.01.12,98
2021.01.12,179
2021.01.12,209
2021.01.12,293
2021.01.12,285
2021.01.12,375
2021.01.12,392
2021.01.12,401
2021.01.12,419
2021.01.12,399
2021.01.12,362
2021.01.12,428
2021.01.12,434
2021.01.12,305
2021.01.12,172
2021.01.12,144
2021.01.12,124
2021.01.12,106
2021.01.12,73
2021.01.11,39
2021.01.11,30
2021.01.11,35
2021.01.11,33
2021.01.11,55
2021.01.11,117
2021.01.11,192
2021.01.11,229
2021.01.11,270
2021.01.11,272
2021.01.11,372
2021.01.11,400
2021.01.11,381
2021.01.11,428
2021.01.11,401
2021.01.11,400
2021.01.11,418
2021.01.11,369
2021.01.11,280
2021.01.11,192
2021.01.11,164
2021.01.11,123
2021.01.11,101
2021.01.11,74
2021.01.10,39
2021.01.10,26
2021.01.10,18
2021.01.10,15
2021.01.10,22
2021.01.10,22
2021.01.10,37
2021.01.10,54
2021.01.10,101
2021.01.10,129
2021.01.10,208
2021.01.10,330
2021.01.10,366
2021.01.10,353
2021.01.10,438
2021.01.10,483
2021.01.10,489
2021.01.10,441
2021.01.10,338
2021.01.10,245
2021.01.10,197
2021.01.10,130
2021.01.10,124
2021.01.10,85
2021.01.09,45
2021.01.09,38
2021.01.09,32
2021.01.09,23
2021.01.09,41
2021.01.09,54
2021.01.09,68
2021.01.09,99
2021.01.09,156
2021.01.09,212
2021.01.09,304
2021.01.09,379
2021.01.09,371
2021.01.09,391
2021.01.09,386
2021.01.09,360
2021.01.09,395
2021.01.09,351
2021.01.09,304
2021.01.09,175
2021.01.09,131
2021.01.09,103
2021.01.09,87
2021.01.09,54
2021.01.08,44
2021.01.08,37
2021.01.08,40
2021.01.08,41
2021.01.08,34
2021.01.08,38
2021.01.08,90
2021.01.08,113
2021.01.08,181
2021.01.08,202
2021.01.08,213
2021.01.08,303
2021.01.08,301
2021.01.08,331
2021.01.08,349
2021.01.08,404
2021.01.08,438
2021.01.08,435
2021.01.08,351
2021.01.08,261
2021.01.08,186
2021.01.08,125
2021.01.08,95
2021.01.08,63
2021.01.07,58
2021.01.07,46
2021.01.07,49
2021.01.07,43
2021.01.07,44
2021.01.07,66
2021.01.07,89
2021.01.07,118
2021.01.07,172
2021.01.07,163
2021.01.07,312
2021.01.07,241
2021.01.07,301
2021.01.07,290
2021.01.07,221
2021.01.07,423
2021.01.07,385
2021.01.07,229
2021.01.07,180
2021.01.07,132
2021.01.07,97
2021.01.07,88
2021.01.07,64
2021.01.07,56
2021.01.06,52
2021.01.06,35
2021.01.06,37
2021.01.06,42
2021.01.06,74
2021.01.06,74
2021.01.06,145
2021.01.06,179
2021.01.06,258
2021.01.06,254
2021.01.06,232
2021.01.06,194
2021.01.06,363
2021.01.06,301
2021.01.06,386
2021.01.06,422
2021.01.06,422
2021.01.06,377
2021.01.06,311
2021.01.06,214
2021.01.06,154
2021.01.06,128
2021.01.06,97
2021.01.06,74
2021.01.05,64
2021.01.05,53
2021.01.05,56
2021.01.05,45
2021.01.05,76
2021.01.05,111
2021.01.05,172
2021.01.05,183
2021.01.05,263
2021.01.05,321
2021.01.05,353
2021.01.05,437
2021.01.05,388
2021.01.05,431
2021.01.05,425
2021.01.05,407
2021.01.05,393
2021.01.05,394
2021.01.05,326
2021.01.05,184
2021.01.05,153
2021.01.05,128
2021.01.05,108
2021.01.05,79
2021.01.04,39
2021.01.04,35
2021.01.04,40
2021.01.04,42
2021.01.04,63
2021.01.04,99
2021.01.04,182
2021.01.04,292
2021.01.04,282
2021.01.04,288
2021.01.04,338
2021.01.04,407
2021.01.04,398
2021.01.04,430
2021.01.04,418
2021.01.04,355
2021.01.04,357
2021.01.04,354
2021.01.04,293
2021.01.04,206
2021.01.04,159
2021.01.04,140
2021.01.04,104
2021.01.04,64
2021.01.03,40
2021.01.03,29
2021.01.03,32
2021.01.03,20
2021.01.03,35
2021.01.03,33
2021.01.03,56
2021.01.03,72
2021.01.03,107
2021.01.03,143
2021.01.03,234
2021.01.03,370
2021.01.03,375
2021.01.03,475
2021.01.03,544
2021.01.03,650
2021.01.03,653
2021.01.03,512
2021.01.03,377
2021.01.03,253
2021.01.03,219
2021.01.03,186
2021.01.03,125
2021.01.03,79
2021.01.02,22
2021.01.02,27
2021.01.02,34
2021.01.02,29
2021.01.02,34
2021.01.02,44
2021.01.02,69
2021.01.02,101
2021.01.02,160
2021.01.02,232
2021.01.02,353
2021.01.02,405
2021.01.02,498
2021.01.02,491
2021.01.02,489
2021.01.02,514
2021.01.02,495
2021.01.02,431
2021.01.02,301
2021.01.02,181
2021.01.02,126
2021.01.02,123
2021.01.02,80
2021.01.02,51
2021.01.01,48
2021.01.01,42
2021.01.01,33
2021.01.01,33
2021.01.01,29
2021.01.01,40
2021.01.01,71
2021.01.01,84
2021.01.01,109
2021.01.01,172
2021.01.01,329
2021.01.01,465
2021.01.01,565
2021.01.01,578
2021.01.01,563
2021.01.01,500
2021.01.01,452
2021.01.01,330
2021.01.01,264
2021.01.01,166
2021.01.01,116
2021.01.01,85
2021.01.01,69
2021.01.01,48
