날짜,교통량
20210220,4798
20210220,5281
20210220,5674
20210220,5336
20210220,5335
20210220,5299
20210220,5144
20210220,5035
20210220,4586
20210220,3978
20210220,3899
20210220,3575
20210220,2266
20210221,1411
20210221,924
20210221,633
20210221,515
20210221,447
20210221,718
20210221,1330
20210221,1899
20210221,2756
20210221,3584
20210221,4154
20210221,4739
20210221,5135
20210221,5132
20210221,5395
20210221,5173
20210221,5273
20210221,5029
20210221,4347
20210221,3710
20210221,3586
20210221,3551
20210221,3036
20210221,1939
20210222,1135
20210222,758
20210222,558
20210222,493
20210222,657
20210222,1734
20210222,3318
20210222,5139
20210222,5840
20210222,4466
20210222,4968
20210222,5152
20210222,5159
20210222,5130
20210222,5311
20210222,5244
20210222,5371
20210222,5121
20210222,5269
20210222,5014
20210222,4368
20210222,4392
20210222,3792
20210222,2335
20210223,1409
20210223,954
20210223,743
20210223,639
20210223,720
20210223,1567
20210223,3580
20210223,5466
20210223,5988
20210223,5123
20210223,4807
20210223,4873
20210223,4640
20210223,5117
20210223,5478
20210223,5431
20210223,5454
20210223,5168
20210223,5411
20210223,5062
20210223,4310
20210223,4529
20210223,4070
20210223,2434
20210224,1530
20210224,991
20210224,740
20210224,633
20210224,784
20210224,1627
20210224,3599
20210224,4630
20210224,5613
20210224,5389
20210224,4656
20210224,5196
20210224,5120
20210224,5147
20210224,5202
20210224,5183
20210224,4803
20210224,5322
20210224,5442
20210224,5213
20210224,4518
20210224,4620
20210224,4101
20210224,2560
20210225,1543
20210225,1026
20210225,717
20210225,682
20210225,788
20210225,1546
20210225,3671
20210225,5295
20210225,5611
20210225,5165
20210225,4914
20210225,5217
20210225,4992
20210225,5288
20210225,5291
20210225,5241
20210225,4828
20210225,5317
20210225,5230
20210225,5215
20210225,4507
20210225,4708
20210225,3894
20210225,2638
20210226,1654
20210226,1117
20210226,798
20210226,673
20210226,805
20210226,1604
20210226,3561
20210226,4918
20210226,5719
20210226,4897
20210226,4729
20210226,5041
20210226,5098
20210226,5022
20210226,5388
20210226,5135
20210226,5270
20210226,5363
20210226,5482
20210226,4897
20210226,4688
20210226,4933
20210226,4573
20210226,3326
20210227,1880
20210227,1263
20210227,912
20210227,768
20210227,764
20210227,1158
20210227,2239
20210227,3022
20210227,3748
20210227,4197
20210227,4574
20210227,5186
20210227,5389
20210227,5511
20210227,5220
20210227,5229
20210227,5595
20210227,5268
20210227,5260
20210227,4875
20210227,3874
20210227,4153
20210227,3865
20210227,2453
20210228,1478
20210228,887
20210228,661
20210228,466
20210228,454
20210228,747
20210228,1405
20210228,2002
20210228,2985
20210228,3760
20210228,4270
20210228,4717
20210228,5285
20210228,5029
20210228,5417
20210228,5418
20210228,5118
20210228,4881
20210228,4439
20210228,4032
20210228,3666
20210228,3885
20210228,3885
20210228,2876
